Date,FBETX
2022-02-28,16.739999771118164
2022-03-01,16.600000381469727
2022-03-02,16.719999313354492
2022-03-03,16.6200008392334
2022-03-04,16.520000457763672
2022-03-07,16.200000762939453
2022-03-08,16.139999389648438
2022-03-09,16.389999389648438
2022-03-10,16.329999923706055
2022-03-11,16.200000762939453
2022-03-14,16.09000015258789
2022-03-15,16.239999771118164
2022-03-16,16.489999771118164
2022-03-17,16.649999618530273
2022-03-18,16.780000686645508
2022-03-21,16.700000762939453
2022-03-22,16.790000915527344
2022-03-23,16.690000534057617
2022-03-24,16.790000915527344
2022-03-25,16.770000457763672
2022-03-28,16.81999969482422
2022-03-29,16.989999771118164
2022-03-30,16.950000762939453
2022-03-31,16.790000915527344
2022-04-01,16.84000015258789
2022-04-04,16.920000076293945
2022-04-05,16.739999771118164
2022-04-06,16.639999389648438
2022-04-07,16.65999984741211
2022-04-08,16.639999389648438
2022-04-11,16.479999542236328
2022-04-12,16.450000762939453
2022-04-13,16.579999923706055
2022-04-14,16.450000762939453
2022-04-18,16.420000076293945
2022-04-19,16.520000457763672
2022-04-20,16.540000915527344
2022-04-21,16.360000610351562
2022-04-22,16.110000610351562
2022-04-25,16.1299991607666
2022-04-26,15.880000114440918
2022-04-27,15.899999618530273
2022-04-28,16.079999923706055
2022-04-29,15.779999732971191
2022-05-02,15.779999732971191
2022-05-03,15.84000015258789
2022-05-04,16.110000610351562
2022-05-05,15.75
2022-05-06,15.649999618530273
2022-05-09,15.34000015258789
2022-05-10,15.369999885559082
2022-05-11,15.300000190734863
2022-05-12,15.3100004196167
2022-05-13,15.539999961853027
2022-05-16,15.539999961853027
2022-05-17,15.699999809265137
2022-05-18,15.399999618530273
2022-05-19,15.390000343322754
2022-05-20,15.4399995803833
2022-05-23,15.550000190734863
2022-05-24,15.529999732971191
2022-05-25,15.619999885559082
2022-05-26,15.779999732971191
2022-05-27,15.989999771118164
2022-05-31,15.90999984741211
2022-06-01,15.8100004196167
2022-06-02,15.979999542236328
2022-06-03,15.850000381469727
2022-06-06,15.850000381469727
2022-06-07,15.949999809265137
2022-06-08,15.819999694824219
2022-06-09,15.600000381469727
2022-06-10,15.319999694824219
2022-06-13,14.890000343322754
2022-06-14,14.789999961853027
2022-06-15,14.970000267028809
2022-06-16,14.699999809265137
2022-06-17,14.6899995803833
2022-06-21,14.869999885559082
2022-06-22,14.869999885559082
2022-06-23,14.9399995803833
2022-06-24,15.1899995803833
2022-06-27,15.170000076293945
2022-06-28,15.039999961853027
2022-06-29,15.020000457763672
2022-06-30,14.970000267028809
2022-07-01,15.069999694824219
2022-07-05,15.020000457763672
2022-07-06,14.989999771118164
2022-07-07,15.119999885559082
2022-07-08,15.109999656677246
2022-07-11,15.0
2022-07-12,14.930000305175781
2022-07-13,14.899999618530273
2022-07-14,14.819999694824219
2022-07-15,15.0
2022-07-18,14.970000267028809
2022-07-19,15.1899995803833
2022-07-20,15.210000038146973
2022-07-21,15.329999923706055
2022-07-22,15.300000190734863
2022-07-25,15.319999694824219
2022-07-26,15.229999542236328
2022-07-27,15.449999809265137
2022-07-28,15.59000015258789
2022-07-29,15.6899995803833
2022-08-01,15.6899995803833
2022-08-02,15.569999694824219
2022-08-03,15.699999809265137
2022-08-04,15.729999542236328
2022-08-05,15.670000076293945
2022-08-08,15.720000267028809
2022-08-09,15.649999618530273
2022-08-10,15.859999656677246
2022-08-11,15.850000381469727
2022-08-12,16.0
2022-08-15,16.010000228881836
2022-08-16,16.020000457763672
2022-08-17,15.90999984741211
2022-08-18,15.930000305175781
2022-08-19,15.789999961853027
2022-08-22,15.579999923706055
2022-08-23,15.569999694824219
2022-08-24,15.600000381469727
2022-08-25,15.75
2022-08-26,15.460000038146973
2022-08-29,15.390000343322754
2022-08-30,15.279999732971191
2022-08-31,15.199999809265137
2022-09-01,15.149999618530273
2022-09-02,15.109999656677246
2022-09-06,15.029999732971191
2022-09-07,15.1899995803833
2022-09-08,15.239999771118164
2022-09-09,15.399999618530273
2022-09-12,15.489999771118164
2022-09-13,15.100000381469727
2022-09-14,15.130000114440918
2022-09-15,15.039999961853027
2022-09-16,14.960000038146973
2022-09-19,14.989999771118164
2022-09-20,14.869999885559082
2022-09-21,14.739999771118164
2022-09-22,14.600000381469727
2022-09-23,14.390000343322754
2022-09-26,14.199999809265137
