Date,AIVSX
2022-02-28,48.02000045776367
2022-03-01,47.310001373291016
2022-03-02,48.099998474121094
2022-03-03,47.79999923706055
2022-03-04,47.470001220703125
2022-03-07,46.06999969482422
2022-03-08,45.790000915527344
2022-03-09,46.880001068115234
2022-03-10,46.790000915527344
2022-03-11,46.20000076293945
2022-03-14,45.90999984741211
2022-03-15,46.7400016784668
2022-03-16,47.560001373291016
2022-03-17,48.130001068115234
2022-03-18,48.630001068115234
2022-03-21,48.59000015258789
2022-03-22,49.08000183105469
2022-03-23,48.54999923706055
2022-03-24,49.16999816894531
2022-03-25,49.41999816894531
2022-03-28,49.56999969482422
2022-03-29,50.130001068115234
2022-03-30,49.95000076293945
2022-03-31,49.209999084472656
2022-04-01,49.4900016784668
2022-04-04,49.849998474121094
2022-04-05,49.2599983215332
2022-04-06,48.81999969482422
2022-04-07,48.97999954223633
2022-04-08,48.970001220703125
2022-04-11,48.2400016784668
2022-04-12,48.09000015258789
2022-04-13,48.61000061035156
2022-04-14,48.06999969482422
2022-04-18,48.06999969482422
2022-04-19,48.7599983215332
2022-04-20,48.47999954223633
2022-04-21,47.66999816894531
2022-04-22,46.4900016784668
2022-04-25,46.58000183105469
2022-04-26,45.33000183105469
2022-04-27,45.4900016784668
2022-04-28,46.52000045776367
2022-04-29,44.970001220703125
2022-05-02,45.2400016784668
2022-05-03,45.47999954223633
2022-05-04,46.689998626708984
2022-05-05,45.2400016784668
2022-05-06,44.970001220703125
2022-05-09,43.5099983215332
2022-05-10,43.630001068115234
2022-05-11,43.16999816894531
2022-05-12,43.15999984741211
2022-05-13,44.209999084472656
2022-05-16,44.20000076293945
2022-05-17,45.09000015258789
2022-05-18,43.59000015258789
2022-05-19,43.369998931884766
2022-05-20,43.43000030517578
2022-05-23,44.060001373291016
2022-05-24,43.810001373291016
2022-05-25,44.189998626708984
2022-05-26,44.90999984741211
2022-05-27,45.849998474121094
2022-05-31,45.630001068115234
2022-06-01,45.380001068115234
2022-06-02,46.099998474121094
2022-06-03,45.5
2022-06-06,45.65999984741211
2022-06-07,46.08000183105469
2022-06-08,45.56999969482422
2022-06-09,44.4900016784668
2022-06-10,43.310001373291016
2022-06-13,41.65999984741211
2022-06-14,41.41999816894531
2022-06-15,41.27000045776367
2022-06-16,39.900001525878906
2022-06-17,39.90999984741211
2022-06-21,40.70000076293945
2022-06-22,40.529998779296875
2022-06-23,40.7599983215332
2022-06-24,41.93000030517578
2022-06-27,41.88999938964844
2022-06-28,41.279998779296875
2022-06-29,41.209999084472656
2022-06-30,40.88999938964844
2022-07-01,41.220001220703125
2022-07-05,40.9900016784668
2022-07-06,41.04999923706055
2022-07-07,41.61000061035156
2022-07-08,41.54999923706055
2022-07-11,41.04999923706055
2022-07-12,40.689998626708984
2022-07-13,40.43000030517578
2022-07-14,40.15999984741211
2022-07-15,40.939998626708984
2022-07-18,40.7400016784668
2022-07-19,41.880001068115234
2022-07-20,42.0099983215332
2022-07-21,42.36000061035156
2022-07-22,41.939998626708984
2022-07-25,42.04999923706055
2022-07-26,41.650001525878906
2022-07-27,42.66999816894531
2022-07-28,42.97999954223633
2022-07-29,43.439998626708984
2022-08-01,43.31999969482422
2022-08-02,43.130001068115234
2022-08-03,43.720001220703125
2022-08-04,43.72999954223633
2022-08-05,43.7599983215332
2022-08-08,43.77000045776367
2022-08-09,43.61000061035156
2022-08-10,44.529998779296875
2022-08-11,44.59000015258789
2022-08-12,45.27000045776367
2022-08-15,45.369998931884766
2022-08-16,45.40999984741211
2022-08-17,45.029998779296875
2022-08-18,45.130001068115234
2022-08-19,44.599998474121094
2022-08-22,43.709999084472656
2022-08-23,43.63999938964844
2022-08-24,43.790000915527344
2022-08-25,44.459999084472656
2022-08-26,43.150001525878906
2022-08-29,42.90999984741211
2022-08-30,42.41999816894531
2022-08-31,42.22999954223633
2022-09-01,42.29999923706055
2022-09-02,41.970001220703125
2022-09-06,41.790000915527344
2022-09-07,42.400001525878906
2022-09-08,42.65999984741211
2022-09-09,43.349998474121094
2022-09-12,43.790000915527344
2022-09-13,42.02000045776367
2022-09-14,42.040000915527344
2022-09-15,41.619998931884766
2022-09-16,41.34000015258789
2022-09-19,41.58000183105469
2022-09-20,41.119998931884766
2022-09-21,40.4900016784668
2022-09-22,40.2599983215332
2022-09-23,39.439998626708984
2022-09-26,38.97999954223633
2022-09-27,38.86000061035156
2022-09-28,39.61000061035156
2022-09-29,38.91999816894531
2022-09-30,38.400001525878906
2022-10-03,39.459999084472656
2022-10-04,40.72999954223633
2022-10-05,40.68000030517578
2022-10-06,40.279998779296875
2022-10-07,39.40999984741211
2022-10-10,39.040000915527344
2022-10-11,38.75
2022-10-12,38.66999816894531
2022-10-13,39.560001373291016
2022-10-14,38.68000030517578
2022-10-17,39.599998474121094
2022-10-18,40.0099983215332
2022-10-19,39.83000183105469
2022-10-20,39.560001373291016
2022-10-21,40.439998626708984
2022-10-24,40.81999969482422
2022-10-25,41.349998474121094
2022-10-26,41.189998626708984
2022-10-27,40.88999938964844
2022-10-28,41.68000030517578
2022-10-31,41.439998626708984
2022-11-01,41.36000061035156
2022-11-02,40.439998626708984
2022-11-03,40.15999984741211
2022-11-04,40.849998474121094
2022-11-07,41.31999969482422
2022-11-08,41.54999923706055
2022-11-09,40.869998931884766
2022-11-10,42.83000183105469
2022-11-11,43.150001525878906
2022-11-14,42.7599983215332
2022-11-15,43.16999816894531
2022-11-16,42.86000061035156
2022-11-17,42.689998626708984
2022-11-18,42.88999938964844
2022-11-21,42.79999923706055
2022-11-22,43.29999923706055
2022-11-23,43.54999923706055
2022-11-25,43.58000183105469
2022-11-28,42.93000030517578
2022-11-29,42.959999084472656
2022-11-30,44.189998626708984
2022-12-01,44.2599983215332
2022-12-02,44.31999969482422
2022-12-05,43.599998474121094
2022-12-06,43.08000183105469
2022-12-07,43.02000045776367
2022-12-08,43.29999923706055
2022-12-09,43.060001373291016
2022-12-12,43.630001068115234
2022-12-13,44.02000045776367
2022-12-14,42.369998931884766
2022-12-15,41.439998626708984
2022-12-16,41.06999969482422
2022-12-19,40.72999954223633
2022-12-20,40.849998474121094
2022-12-21,41.470001220703125
2022-12-22,40.959999084472656
2022-12-23,41.20000076293945
2022-12-27,41.18000030517578
2022-12-28,40.70000076293945
2022-12-29,41.36000061035156
2022-12-30,41.2599983215332
2023-01-03,41.18000030517578
2023-01-04,41.5099983215332
2023-01-05,41.119998931884766
2023-01-06,42.029998779296875
2023-01-09,41.9900016784668
2023-01-10,42.25
2023-01-11,42.70000076293945
2023-01-12,42.97999954223633
2023-01-13,43.060001373291016
2023-01-17,42.970001220703125
2023-01-18,42.34000015258789
2023-01-19,42.04999923706055
2023-01-20,42.77000045776367
2023-01-23,43.15999984741211
2023-01-24,43.189998626708984
2023-01-25,43.16999816894531
2023-01-26,43.529998779296875
2023-01-27,43.52000045776367
2023-01-30,43.04999923706055
2023-01-31,43.56999969482422
2023-02-01,43.95000076293945
2023-02-02,44.459999084472656
2023-02-03,43.970001220703125
2023-02-06,43.79999923706055
2023-02-07,44.310001373291016
2023-02-08,43.88999938964844
2023-02-09,43.529998779296875
2023-02-10,43.66999816894531
2023-02-13,44.16999816894531
2023-02-14,44.150001525878906
2023-02-15,44.209999084472656
2023-02-16,43.70000076293945
2023-02-17,43.4900016784668
2023-02-21,42.779998779296875
2023-02-22,42.70000076293945
2023-02-23,42.81999969482422
2023-02-24,42.439998626708984
2023-02-27,42.61000061035156
2023-02-28,42.54999923706055
2023-03-01,42.439998626708984
2023-03-02,42.790000915527344
2023-03-03,43.4900016784668
2023-03-06,43.47999954223633
2023-03-07,42.849998474121094
2023-03-08,42.88999938964844
2023-03-09,42.29999923706055
2023-03-10,41.75
2023-03-13,41.56999969482422
2023-03-14,42.20000076293945
2023-03-15,41.59000015258789
2023-03-16,42.29999923706055
2023-03-17,41.810001373291016
2023-03-20,42.099998474121094
2023-03-21,42.56999969482422
2023-03-22,41.900001525878906
2023-03-23,42.09000015258789
2023-03-24,42.29999923706055
2023-03-27,42.380001068115234
2023-03-28,42.380001068115234
2023-03-29,42.90999984741211
2023-03-30,43.20000076293945
2023-03-31,43.720001220703125
2023-04-03,43.97999954223633
2023-04-04,43.70000076293945
2023-04-05,43.540000915527344
2023-04-06,43.689998626708984
2023-04-10,43.7599983215332
2023-04-11,43.779998779296875
2023-04-12,43.709999084472656
2023-04-13,44.22999954223633
2023-04-14,44.09000015258789
2023-04-17,44.2400016784668
2023-04-18,44.369998931884766
2023-04-19,44.459999084472656
2023-04-20,44.2599983215332
2023-04-21,44.27000045776367
2023-04-24,44.279998779296875
2023-04-25,43.630001068115234
2023-04-26,43.52000045776367
2023-04-27,44.33000183105469
2023-04-28,44.70000076293945
2023-05-01,44.68000030517578
