Date,VTBNX
2022-08-01,10.050000190734863
2022-08-02,9.9399995803833
2022-08-03,9.979999542236328
2022-08-04,10.0
2022-08-05,9.890000343322754
2022-08-08,9.9399995803833
2022-08-09,9.920000076293945
2022-08-10,9.930000305175781
2022-08-11,9.880000114440918
2022-08-12,9.90999984741211
2022-08-15,9.930000305175781
2022-08-16,9.930000305175781
2022-08-17,9.869999885559082
2022-08-18,9.880000114440918
2022-08-19,9.819999694824219
2022-08-22,9.779999732971191
2022-08-23,9.770000457763672
2022-08-24,9.739999771118164
2022-08-25,9.789999961853027
2022-08-26,9.789999961853027
2022-08-29,9.739999771118164
2022-08-30,9.739999771118164
2022-08-31,9.710000038146973
2022-09-01,9.640000343322754
2022-09-02,9.680000305175781
2022-09-06,9.59000015258789
2022-09-07,9.640000343322754
2022-09-08,9.619999885559082
2022-09-09,9.609999656677246
2022-09-12,9.600000381469727
2022-09-13,9.5600004196167
2022-09-14,9.5600004196167
2022-09-15,9.529999732971191
2022-09-16,9.520000457763672
2022-09-19,9.510000228881836
2022-09-20,9.470000267028809
2022-09-21,9.5
2022-09-22,9.399999618530273
2022-09-23,9.369999885559082
2022-09-26,9.260000228881836
2022-09-27,9.210000038146973
2022-09-28,9.34000015258789
2022-09-29,9.300000190734863
2022-09-30,9.279999732971191
2022-10-03,9.350000381469727
2022-10-04,9.369999885559082
2022-10-05,9.319999694824219
2022-10-06,9.289999961853027
2022-10-07,9.25
2022-10-10,9.210000038146973
2022-10-11,9.210000038146973
2022-10-12,9.220000267028809
2022-10-13,9.170000076293945
2022-10-14,9.140000343322754
2022-10-17,9.149999618530273
2022-10-18,9.15999984741211
2022-10-19,9.09000015258789
2022-10-20,9.039999961853027
2022-10-21,9.039999961853027
2022-10-24,9.029999732971191
2022-10-25,9.109999656677246
2022-10-26,9.149999618530273
2022-10-27,9.199999809265137
2022-10-28,9.170000076293945
2022-10-31,9.140000343322754
2022-11-01,9.149999618530273
2022-11-02,9.140000343322754
2022-11-03,9.100000381469727
2022-11-04,9.09000015258789
2022-11-07,9.069999694824219
2022-11-08,9.109999656677246
2022-11-09,9.119999885559082
2022-11-10,9.300000190734863
2022-11-11,9.279999732971191
2022-11-14,9.279999732971191
2022-11-15,9.34000015258789
2022-11-16,9.390000343322754
2022-11-17,9.350000381469727
2022-11-18,9.34000015258789
2022-11-21,9.34000015258789
2022-11-22,9.380000114440918
2022-11-23,9.430000305175781
2022-11-25,9.430000305175781
2022-11-28,9.430000305175781
2022-11-29,9.390000343322754
2022-11-30,9.449999809265137
2022-12-01,9.539999961853027
2022-12-02,9.569999694824219
2022-12-05,9.5
2022-12-06,9.529999732971191
2022-12-07,9.609999656677246
2022-12-08,9.59000015258789
2022-12-09,9.529999732971191
2022-12-12,9.520000457763672
2022-12-13,9.59000015258789
2022-12-14,9.609999656677246
2022-12-15,9.619999885559082
2022-12-16,9.59000015258789
2022-12-19,9.529999732971191
2022-12-20,9.470000267028809
2022-12-21,9.489999771118164
2022-12-22,9.479999542236328
2022-12-23,9.4399995803833
2022-12-27,9.390000343322754
2022-12-28,9.369999885559082
2022-12-29,9.399999618530273
2022-12-30,9.369999885559082
2023-01-03,9.40999984741211
2023-01-04,9.460000038146973
2023-01-05,9.449999809265137
2023-01-06,9.550000190734863
2023-01-09,9.569999694824219
2023-01-10,9.529999732971191
2023-01-11,9.59000015258789
2023-01-12,9.65999984741211
2023-01-13,9.619999885559082
2023-01-17,9.609999656677246
2023-01-18,9.699999809265137
2023-01-19,9.680000305175781
2023-01-20,9.630000114440918
2023-01-23,9.609999656677246
2023-01-24,9.649999618530273
2023-01-25,9.65999984741211
2023-01-26,9.640000343322754
2023-01-27,9.640000343322754
2023-01-30,9.609999656677246
2023-01-31,9.640000343322754
2023-02-01,9.699999809265137
2023-02-02,9.710000038146973
2023-02-03,9.630000114440918
2023-02-06,9.569999694824219
2023-02-07,9.550000190734863
2023-02-08,9.569999694824219
2023-02-09,9.529999732971191
2023-02-10,9.489999771118164
2023-02-13,9.510000228881836
2023-02-14,9.479999542236328
2023-02-15,9.460000038146973
2023-02-16,9.420000076293945
2023-02-17,9.4399995803833
2023-02-21,9.359999656677246
2023-02-22,9.380000114440918
2023-02-23,9.40999984741211
2023-02-24,9.350000381469727
2023-02-27,9.369999885559082
2023-02-28,9.369999885559082
2023-03-01,9.319999694824219
2023-03-02,9.289999961853027
2023-03-03,9.359999656677246
2023-03-06,9.350000381469727
2023-03-07,9.329999923706055
2023-03-08,9.319999694824219
2023-03-09,9.359999656677246
2023-03-10,9.470000267028809
2023-03-13,9.539999961853027
2023-03-14,9.479999542236328
2023-03-15,9.5600004196167
2023-03-16,9.520000457763672
2023-03-17,9.600000381469727
2023-03-20,9.550000190734863
2023-03-21,9.520000457763672
2023-03-22,9.609999656677246
2023-03-23,9.630000114440918
2023-03-24,9.640000343322754
2023-03-27,9.550000190734863
2023-03-28,9.529999732971191
2023-03-29,9.529999732971191
2023-03-30,9.550000190734863
2023-03-31,9.600000381469727
2023-04-03,9.630000114440918
2023-04-04,9.670000076293945
2023-04-05,9.699999809265137
2023-04-06,9.699999809265137
2023-04-10,9.619999885559082
2023-04-11,9.630000114440918
2023-04-12,9.640000343322754
2023-04-13,9.630000114440918
2023-04-14,9.579999923706055
2023-04-17,9.539999961853027
2023-04-18,9.550000190734863
2023-04-19,9.529999732971191
2023-04-20,9.569999694824219
2023-04-21,9.5600004196167
2023-04-24,9.59000015258789
2023-04-25,9.65999984741211
2023-04-26,9.619999885559082
2023-04-27,9.579999923706055
2023-04-28,9.630000114440918
2023-05-01,9.539999961853027
2023-05-02,9.619999885559082
2023-05-03,9.65999984741211
2023-05-04,9.649999618530273
2023-05-05,9.619999885559082
2023-05-08,9.569999694824219
2023-05-09,9.5600004196167
2023-05-10,9.609999656677246
2023-05-11,9.640000343322754
2023-05-12,9.59000015258789
2023-05-15,9.569999694824219
2023-05-16,9.539999961853027
2023-05-17,9.529999732971191
2023-05-18,9.479999542236328
2023-05-19,9.460000038146973
2023-05-22,9.449999809265137
2023-05-23,9.460000038146973
2023-05-24,9.430000305175781
2023-05-25,9.390000343322754
2023-05-26,9.399999618530273
2023-05-30,9.460000038146973
2023-05-31,9.5
2023-06-01,9.520000457763672
2023-06-02,9.470000267028809
2023-06-05,9.470000267028809
2023-06-06,9.479999542236328
2023-06-07,9.430000305175781
2023-06-08,9.470000267028809
2023-06-09,9.449999809265137
2023-06-12,9.460000038146973
2023-06-13,9.420000076293945
2023-06-14,9.430000305175781
2023-06-15,9.479999542236328
2023-06-16,9.460000038146973
2023-06-20,9.479999542236328
2023-06-21,9.479999542236328
2023-06-22,9.4399995803833
2023-06-23,9.470000267028809
2023-06-26,9.479999542236328
2023-06-27,9.460000038146973
2023-06-28,9.489999771118164
2023-06-29,9.40999984741211
2023-06-30,9.4399995803833
2023-07-03,9.420000076293945
2023-07-05,9.380000114440918
2023-07-06,9.319999694824219
2023-07-07,9.3100004196167
2023-07-10,9.3100004196167
2023-07-11,9.359999656677246
2023-07-12,9.430000305175781
2023-07-13,9.489999771118164
2023-07-14,9.449999809265137
2023-07-17,9.460000038146973
2023-07-18,9.460000038146973
2023-07-19,9.489999771118164
2023-07-20,9.4399995803833
2023-07-21,9.4399995803833
2023-07-24,9.430000305175781
2023-07-25,9.420000076293945
2023-07-26,9.4399995803833
2023-07-27,9.369999885559082
2023-07-28,9.399999618530273
2023-07-31,9.40999984741211
2023-08-01,9.350000381469727
2023-08-02,9.329999923706055
2023-08-03,9.260000228881836
2023-08-04,9.34000015258789
2023-08-07,9.319999694824219
2023-08-08,9.350000381469727
2023-08-09,9.359999656677246
2023-08-10,9.3100004196167
2023-08-11,9.270000457763672
2023-08-14,9.260000228881836
2023-08-15,9.239999771118164
2023-08-16,9.210000038146973
2023-08-17,9.199999809265137
2023-08-18,9.220000267028809
2023-08-21,9.180000305175781
2023-08-22,9.180000305175781
2023-08-23,9.270000457763672
2023-08-24,9.239999771118164
2023-08-25,9.239999771118164
2023-08-28,9.260000228881836
2023-08-29,9.3100004196167
2023-08-30,9.3100004196167
2023-08-31,9.319999694824219
2023-09-01,9.279999732971191
2023-09-05,9.229999542236328
2023-09-06,9.210000038146973
2023-09-07,9.239999771118164
2023-09-08,9.239999771118164
2023-09-11,9.229999542236328
2023-09-12,9.239999771118164
2023-09-13,9.25
2023-09-14,9.229999542236328
2023-09-15,9.210000038146973
2023-09-18,9.220000267028809
2023-09-19,9.1899995803833
2023-09-20,9.1899995803833
2023-09-21,9.130000114440918
2023-09-22,9.15999984741211
2023-09-25,9.100000381469727
2023-09-26,9.09000015258789
2023-09-27,9.050000190734863
2023-09-28,9.069999694824219
2023-09-29,9.069999694824219
2023-10-02,9.0
2023-10-03,8.9399995803833
2023-10-04,8.989999771118164
2023-10-05,8.989999771118164
2023-10-06,8.949999809265137
2023-10-09,9.029999732971191
2023-10-10,9.029999732971191
2023-10-11,9.069999694824219
2023-10-12,9.0
2023-10-13,9.039999961853027
2023-10-16,8.989999771118164
2023-10-17,8.930000305175781
2023-10-18,8.890000343322754
2023-10-19,8.850000381469727
2023-10-20,8.880000114440918
2023-10-23,8.90999984741211
2023-10-24,8.9399995803833
2023-10-25,8.880000114440918
2023-10-26,8.930000305175781
2023-10-27,8.930000305175781
2023-10-30,8.90999984741211
2023-10-31,8.899999618530273
2023-11-01,8.979999542236328
2023-11-02,9.029999732971191
2023-11-03,9.09000015258789
2023-11-06,9.050000190734863
2023-11-07,9.09000015258789
2023-11-08,9.130000114440918
2023-11-09,9.050000190734863
2023-11-10,9.069999694824219
2023-11-13,9.069999694824219
2023-11-14,9.170000076293945
2023-11-15,9.119999885559082
2023-11-16,9.170000076293945
2023-11-17,9.180000305175781
2023-11-20,9.199999809265137
2023-11-21,9.199999809265137
2023-11-22,9.210000038146973
2023-11-24,9.170000076293945
2023-11-27,9.229999542236328
2023-11-28,9.260000228881836
2023-11-29,9.3100004196167
2023-11-30,9.270000457763672
2023-12-01,9.350000381469727
2023-12-04,9.319999694824219
2023-12-05,9.369999885559082
2023-12-06,9.399999618530273
2023-12-07,9.390000343322754
2023-12-08,9.350000381469727
2023-12-11,9.350000381469727
2023-12-12,9.369999885559082
2023-12-13,9.479999542236328
2023-12-14,9.5600004196167
2023-12-15,9.550000190734863
2023-12-18,9.529999732971191
2023-12-19,9.539999961853027
2023-12-20,9.569999694824219
2023-12-21,9.5600004196167
2023-12-22,9.5600004196167
2023-12-26,9.569999694824219
2023-12-27,9.630000114440918
2023-12-28,9.600000381469727
2023-12-29,9.59000015258789
2024-01-02,9.539999961853027
2024-01-03,9.550000190734863
2024-01-04,9.5
2024-01-05,9.470000267028809
2024-01-08,9.510000228881836
2024-01-09,9.5
2024-01-10,9.489999771118164
2024-01-11,9.529999732971191
2024-01-12,9.550000190734863
2024-01-16,9.489999771118164
2024-01-17,9.460000038146973
2024-01-18,9.449999809265137
2024-01-19,9.449999809265137
2024-01-22,9.470000267028809
2024-01-23,9.4399995803833
2024-01-24,9.420000076293945
2024-01-25,9.460000038146973
2024-01-26,9.449999809265137
2024-01-29,9.489999771118164
2024-01-30,9.5
2024-01-31,9.539999961853027
2024-02-01,9.59000015258789
2024-02-02,9.5
2024-02-05,9.430000305175781
2024-02-06,9.470000267028809
2024-02-07,9.449999809265137
2024-02-08,9.430000305175781
2024-02-09,9.420000076293945
2024-02-12,9.420000076293945
2024-02-13,9.34000015258789
2024-02-14,9.369999885559082
2024-02-15,9.390000343322754
2024-02-16,9.359999656677246
2024-02-20,9.369999885559082
2024-02-21,9.34000015258789
2024-02-22,9.350000381469727
2024-02-23,9.380000114440918
2024-02-26,9.359999656677246
2024-02-27,9.350000381469727
2024-02-28,9.369999885559082
2024-02-29,9.380000114440918
2024-03-01,9.420000076293945
2024-03-04,9.399999618530273
2024-03-05,9.4399995803833
2024-03-06,9.460000038146973
2024-03-07,9.470000267028809
2024-03-08,9.479999542236328
2024-03-11,9.470000267028809
2024-03-12,9.449999809265137
2024-03-13,9.430000305175781
2024-03-14,9.369999885559082
2024-03-15,9.369999885559082
2024-03-18,9.359999656677246
2024-03-19,9.380000114440918
2024-03-20,9.390000343322754
2024-03-21,9.399999618530273
2024-03-22,9.430000305175781
2024-03-25,9.40999984741211
2024-03-26,9.420000076293945
2024-03-27,9.4399995803833
2024-03-28,9.430000305175781
2024-04-01,9.369999885559082
2024-04-02,9.359999656677246
2024-04-03,9.359999656677246
2024-04-04,9.380000114440918
2024-04-05,9.329999923706055
2024-04-08,9.319999694824219
2024-04-09,9.359999656677246
2024-04-10,9.25
2024-04-11,9.239999771118164
2024-04-12,9.260000228881836
2024-04-15,9.210000038146973
2024-04-16,9.180000305175781
2024-04-17,9.220000267028809
2024-04-18,9.1899995803833
2024-04-19,9.199999809265137
2024-04-22,9.210000038146973
2024-04-23,9.220000267028809
2024-04-24,9.199999809265137
2024-04-25,9.170000076293945
2024-04-26,9.1899995803833
2024-04-29,9.210000038146973
2024-04-30,9.180000305175781
2024-05-01,9.210000038146973
2024-05-02,9.239999771118164
2024-05-03,9.289999961853027
2024-05-06,9.289999961853027
2024-05-07,9.3100004196167
2024-05-08,9.289999961853027
2024-05-09,9.3100004196167
2024-05-10,9.289999961853027
2024-05-13,9.300000190734863
2024-05-14,9.319999694824219
2024-05-15,9.380000114440918
2024-05-16,9.359999656677246
2024-05-17,9.34000015258789
2024-05-20,9.319999694824219
2024-05-21,9.34000015258789
2024-05-22,9.329999923706055
2024-05-23,9.300000190734863
2024-05-24,9.3100004196167
2024-05-28,9.270000457763672
2024-05-29,9.229999542236328
2024-05-30,9.270000457763672
2024-05-31,9.300000190734863
2024-06-03,9.350000381469727
2024-06-04,9.390000343322754
2024-06-05,9.40999984741211
2024-06-06,9.40999984741211
2024-06-07,9.329999923706055
2024-06-10,9.319999694824219
2024-06-11,9.350000381469727
2024-06-12,9.390000343322754
2024-06-13,9.4399995803833
2024-06-14,9.449999809265137
2024-06-17,9.40999984741211
2024-06-18,9.449999809265137
2024-06-20,9.430000305175781
2024-06-21,9.420000076293945
2024-06-24,9.430000305175781
2024-06-25,9.430000305175781
2024-06-26,9.390000343322754
2024-06-27,9.399999618530273
2024-06-28,9.359999656677246
2024-07-01,9.300000190734863
2024-07-02,9.329999923706055
2024-07-03,9.380000114440918
2024-07-05,9.420000076293945
2024-07-08,9.420000076293945
2024-07-09,9.40999984741211
2024-07-10,9.420000076293945
2024-07-11,9.470000267028809
2024-07-12,9.489999771118164
2024-07-15,9.460000038146973
2024-07-16,9.5
2024-07-17,9.5
2024-07-18,9.479999542236328
2024-07-19,9.449999809265137
2024-07-22,9.4399995803833
2024-07-23,9.4399995803833
2024-07-24,9.420000076293945
2024-07-25,9.4399995803833
2024-07-26,9.470000267028809
2024-07-29,9.479999542236328
2024-07-30,9.489999771118164
2024-07-31,9.539999961853027
2024-08-01,9.579999923706055
2024-08-02,9.680000305175781
2024-08-05,9.680000305175781
2024-08-06,9.619999885559082
2024-08-07,9.59000015258789
2024-08-08,9.569999694824219
2024-08-09,9.600000381469727
2024-08-12,9.619999885559082
2024-08-13,9.649999618530273
2024-08-14,9.670000076293945
2024-08-15,9.630000114440918
2024-08-16,9.649999618530273
2024-08-19,9.65999984741211
2024-08-20,9.6899995803833
2024-08-21,9.699999809265137
2024-08-22,9.670000076293945
2024-08-23,9.699999809265137
2024-08-26,9.6899995803833
2024-08-27,9.6899995803833
2024-08-28,9.6899995803833
2024-08-29,9.670000076293945
2024-08-30,9.649999618530273
2024-09-03,9.6899995803833
2024-09-04,9.729999542236328
2024-09-05,9.75
2024-09-06,9.760000228881836
2024-09-09,9.770000457763672
2024-09-10,9.800000190734863
2024-09-11,9.800000190734863
2024-09-12,9.789999961853027
2024-09-13,9.800000190734863
2024-09-16,9.829999923706055
2024-09-17,9.819999694824219
2024-09-18,9.779999732971191
2024-09-19,9.789999961853027
2024-09-20,9.779999732971191
2024-09-23,9.770000457763672
2024-09-24,9.779999732971191
2024-09-25,9.75
2024-09-26,9.75
2024-09-27,9.770000457763672
2024-09-30,9.75
2024-10-01,9.770000457763672
2024-10-02,9.75
2024-10-03,9.710000038146973
2024-10-04,9.640000343322754
2024-10-07,9.619999885559082
2024-10-08,9.619999885559082
2024-10-09,9.600000381469727
2024-10-10,9.600000381469727
2024-10-11,9.600000381469727
2024-10-14,9.579999923706055
2024-10-15,9.619999885559082
2024-10-16,9.640000343322754
2024-10-17,9.59000015258789
2024-10-18,9.59000015258789
2024-10-21,9.529999732971191
2024-10-22,9.520000457763672
2024-10-23,9.5
2024-10-24,9.520000457763672
2024-10-25,9.5
2024-10-28,9.479999542236328
2024-10-29,9.489999771118164
2024-10-30,9.479999542236328
2024-10-31,9.479999542236328
2024-11-01,9.430000305175781
2024-11-04,9.479999542236328
2024-11-05,9.489999771118164
2024-11-06,9.420000076293945
2024-11-07,9.479999542236328
2024-11-08,9.5
2024-11-11,9.479999542236328
2024-11-12,9.430000305175781
2024-11-13,9.420000076293945
2024-11-14,9.420000076293945
2024-11-15,9.40999984741211
2024-11-18,9.430000305175781
2024-11-19,9.4399995803833
2024-11-20,9.430000305175781
2024-11-21,9.420000076293945
