Date,RICGX
2022-02-28,48.02000045776367
2022-03-01,47.310001373291016
2022-03-02,48.099998474121094
2022-03-03,47.810001373291016
2022-03-04,47.470001220703125
2022-03-07,46.06999969482422
2022-03-08,45.790000915527344
2022-03-09,46.880001068115234
2022-03-10,46.79999923706055
2022-03-11,46.209999084472656
2022-03-14,45.91999816894531
2022-03-15,46.75
2022-03-16,47.529998779296875
2022-03-17,48.099998474121094
2022-03-18,48.599998474121094
2022-03-21,48.560001373291016
2022-03-22,49.060001373291016
2022-03-23,48.529998779296875
2022-03-24,49.13999938964844
2022-03-25,49.38999938964844
2022-03-28,49.540000915527344
2022-03-29,50.099998474121094
2022-03-30,49.91999816894531
2022-03-31,49.18000030517578
2022-04-01,49.459999084472656
2022-04-04,49.83000183105469
2022-04-05,49.2400016784668
2022-04-06,48.790000915527344
2022-04-07,48.959999084472656
2022-04-08,48.95000076293945
2022-04-11,48.220001220703125
2022-04-12,48.06999969482422
2022-04-13,48.599998474121094
2022-04-14,48.04999923706055
2022-04-18,48.060001373291016
2022-04-19,48.7400016784668
2022-04-20,48.470001220703125
2022-04-21,47.650001525878906
2022-04-22,46.470001220703125
2022-04-25,46.560001373291016
2022-04-26,45.31999969482422
2022-04-27,45.47999954223633
2022-04-28,46.5099983215332
2022-04-29,44.959999084472656
2022-05-02,45.22999954223633
2022-05-03,45.470001220703125
2022-05-04,46.68000030517578
2022-05-05,45.220001220703125
2022-05-06,44.959999084472656
2022-05-09,43.5
2022-05-10,43.619998931884766
2022-05-11,43.15999984741211
2022-05-12,43.150001525878906
2022-05-13,44.20000076293945
2022-05-16,44.20000076293945
2022-05-17,45.09000015258789
2022-05-18,43.59000015258789
2022-05-19,43.369998931884766
2022-05-20,43.43000030517578
2022-05-23,44.060001373291016
2022-05-24,43.810001373291016
2022-05-25,44.18000030517578
2022-05-26,44.90999984741211
2022-05-27,45.849998474121094
2022-05-31,45.630001068115234
2022-06-01,45.380001068115234
2022-06-02,46.11000061035156
2022-06-03,45.5099983215332
2022-06-06,45.65999984741211
2022-06-07,46.08000183105469
2022-06-08,45.58000183105469
2022-06-09,44.4900016784668
2022-06-10,43.31999969482422
2022-06-13,41.65999984741211
2022-06-14,41.43000030517578
2022-06-15,41.2400016784668
2022-06-16,39.880001068115234
2022-06-17,39.880001068115234
2022-06-21,40.66999816894531
2022-06-22,40.5
2022-06-23,40.7400016784668
2022-06-24,41.90999984741211
2022-06-27,41.869998931884766
2022-06-28,41.2599983215332
2022-06-29,41.189998626708984
2022-06-30,40.86000061035156
2022-07-01,41.20000076293945
2022-07-05,40.970001220703125
2022-07-06,41.029998779296875
2022-07-07,41.58000183105469
2022-07-08,41.52000045776367
2022-07-11,41.02000045776367
2022-07-12,40.66999816894531
2022-07-13,40.40999984741211
2022-07-14,40.13999938964844
2022-07-15,40.91999816894531
2022-07-18,40.720001220703125
2022-07-19,41.86000061035156
2022-07-20,41.9900016784668
2022-07-21,42.34000015258789
2022-07-22,41.91999816894531
2022-07-25,42.040000915527344
2022-07-26,41.63999938964844
2022-07-27,42.65999984741211
2022-07-28,42.970001220703125
2022-07-29,43.41999816894531
2022-08-01,43.310001373291016
2022-08-02,43.11000061035156
2022-08-03,43.709999084472656
2022-08-04,43.720001220703125
2022-08-05,43.75
2022-08-08,43.7599983215332
2022-08-09,43.599998474121094
2022-08-10,44.52000045776367
2022-08-11,44.58000183105469
2022-08-12,45.2599983215332
2022-08-15,45.36000061035156
2022-08-16,45.400001525878906
2022-08-17,45.02000045776367
2022-08-18,45.130001068115234
2022-08-19,44.59000015258789
2022-08-22,43.70000076293945
2022-08-23,43.630001068115234
2022-08-24,43.779998779296875
2022-08-25,44.45000076293945
2022-08-26,43.13999938964844
2022-08-29,42.90999984741211
2022-08-30,42.41999816894531
2022-08-31,42.22999954223633
2022-09-01,42.29999923706055
2022-09-02,41.970001220703125
2022-09-06,41.790000915527344
2022-09-07,42.400001525878906
2022-09-08,42.65999984741211
2022-09-09,43.349998474121094
2022-09-12,43.790000915527344
2022-09-13,42.02000045776367
2022-09-14,42.0099983215332
2022-09-15,41.59000015258789
2022-09-16,41.31999969482422
2022-09-19,41.560001373291016
2022-09-20,41.09000015258789
2022-09-21,40.470001220703125
2022-09-22,40.2400016784668
2022-09-23,39.41999816894531
2022-09-26,38.959999084472656
2022-09-27,38.84000015258789
2022-09-28,39.59000015258789
2022-09-29,38.900001525878906
2022-09-30,38.380001068115234
2022-10-03,39.439998626708984
2022-10-04,40.70000076293945
2022-10-05,40.65999984741211
2022-10-06,40.2599983215332
2022-10-07,39.38999938964844
2022-10-10,39.02000045776367
2022-10-11,38.72999954223633
2022-10-12,38.650001525878906
2022-10-13,39.540000915527344
2022-10-14,38.65999984741211
2022-10-17,39.58000183105469
2022-10-18,39.9900016784668
2022-10-19,39.81999969482422
2022-10-20,39.540000915527344
2022-10-21,40.41999816894531
2022-10-24,40.79999923706055
2022-10-25,41.33000183105469
2022-10-26,41.16999816894531
2022-10-27,40.869998931884766
2022-10-28,41.66999816894531
2022-10-31,41.43000030517578
2022-11-01,41.349998474121094
2022-11-02,40.41999816894531
2022-11-03,40.150001525878906
2022-11-04,40.84000015258789
2022-11-07,41.310001373291016
2022-11-08,41.540000915527344
2022-11-09,40.86000061035156
2022-11-10,42.81999969482422
2022-11-11,43.13999938964844
2022-11-14,42.75
2022-11-15,43.15999984741211
2022-11-16,42.849998474121094
2022-11-17,42.68000030517578
2022-11-18,42.880001068115234
2022-11-21,42.79999923706055
2022-11-22,43.290000915527344
2022-11-23,43.54999923706055
2022-11-25,43.58000183105469
2022-11-28,42.93000030517578
2022-11-29,42.959999084472656
2022-11-30,44.189998626708984
2022-12-01,44.25
2022-12-02,44.31999969482422
2022-12-05,43.599998474121094
2022-12-06,43.08000183105469
2022-12-07,43.02000045776367
2022-12-08,43.29999923706055
2022-12-09,43.060001373291016
2022-12-12,43.630001068115234
2022-12-13,44.029998779296875
2022-12-14,42.34000015258789
2022-12-15,41.40999984741211
2022-12-16,41.040000915527344
2022-12-19,40.709999084472656
2022-12-20,40.83000183105469
2022-12-21,41.439998626708984
2022-12-22,40.93000030517578
2022-12-23,41.18000030517578
2022-12-27,41.15999984741211
2022-12-28,40.68000030517578
2022-12-29,41.34000015258789
2022-12-30,41.2400016784668
2023-01-03,41.15999984741211
2023-01-04,41.4900016784668
2023-01-05,41.09000015258789
2023-01-06,42.0099983215332
2023-01-09,41.970001220703125
2023-01-10,42.22999954223633
2023-01-11,42.68000030517578
2023-01-12,42.959999084472656
2023-01-13,43.040000915527344
2023-01-17,42.95000076293945
2023-01-18,42.33000183105469
2023-01-19,42.029998779296875
2023-01-20,42.75
2023-01-23,43.150001525878906
2023-01-24,43.16999816894531
2023-01-25,43.150001525878906
2023-01-26,43.52000045776367
2023-01-27,43.5
2023-01-30,43.029998779296875
2023-01-31,43.560001373291016
2023-02-01,43.939998626708984
2023-02-02,44.45000076293945
2023-02-03,43.959999084472656
2023-02-06,43.790000915527344
2023-02-07,44.29999923706055
2023-02-08,43.880001068115234
2023-02-09,43.52000045776367
2023-02-10,43.65999984741211
2023-02-13,44.15999984741211
2023-02-14,44.13999938964844
2023-02-15,44.20000076293945
2023-02-16,43.689998626708984
2023-02-17,43.47999954223633
2023-02-21,42.779998779296875
2023-02-22,42.689998626708984
2023-02-23,42.81999969482422
2023-02-24,42.439998626708984
2023-02-27,42.61000061035156
2023-02-28,42.540000915527344
2023-03-01,42.43000030517578
2023-03-02,42.779998779296875
2023-03-03,43.4900016784668
2023-03-06,43.47999954223633
2023-03-07,42.849998474121094
2023-03-08,42.88999938964844
2023-03-09,42.29999923706055
2023-03-10,41.75
2023-03-13,41.56999969482422
2023-03-14,42.20000076293945
2023-03-15,41.560001373291016
2023-03-16,42.27000045776367
2023-03-17,41.779998779296875
2023-03-20,42.06999969482422
2023-03-21,42.540000915527344
2023-03-22,41.869998931884766
2023-03-23,42.060001373291016
2023-03-24,42.279998779296875
2023-03-27,42.349998474121094
2023-03-28,42.349998474121094
2023-03-29,42.880001068115234
2023-03-30,43.16999816894531
2023-03-31,43.689998626708984
2023-04-03,43.95000076293945
2023-04-04,43.66999816894531
2023-04-05,43.5099983215332
2023-04-06,43.65999984741211
2023-04-10,43.7400016784668
2023-04-11,43.7599983215332
2023-04-12,43.689998626708984
2023-04-13,44.209999084472656
2023-04-14,44.060001373291016
2023-04-17,44.220001220703125
2023-04-18,44.349998474121094
2023-04-19,44.439998626708984
2023-04-20,44.2400016784668
2023-04-21,44.25
2023-04-24,44.2599983215332
2023-04-25,43.61000061035156
2023-04-26,43.5
2023-04-27,44.310001373291016
2023-04-28,44.68000030517578
2023-05-01,44.66999816894531
2023-05-02,44.13999938964844
2023-05-03,43.91999816894531
