Date,RIDEX
2022-02-28,25.1200008392334
2022-03-01,24.940000534057617
2022-03-02,25.239999771118164
2022-03-03,25.18000030517578
2022-03-04,25.09000015258789
2022-03-07,24.68000030517578
2022-03-08,24.510000228881836
2022-03-09,24.809999465942383
2022-03-10,24.75
2022-03-11,24.59000015258789
2022-03-14,24.350000381469727
2022-03-15,24.5
2022-03-16,24.739999771118164
2022-03-17,25.0
2022-03-18,25.059999465942383
2022-03-21,25.09000015258789
2022-03-22,25.15999984741211
2022-03-23,25.049999237060547
2022-03-24,25.209999084472656
2022-03-25,25.329999923706055
2022-03-28,25.290000915527344
2022-03-29,25.469999313354492
2022-03-30,25.479999542236328
2022-03-31,25.280000686645508
2022-04-01,25.389999389648438
2022-04-04,25.399999618530273
2022-04-05,25.270000457763672
2022-04-06,25.309999465942383
2022-04-07,25.360000610351562
2022-04-08,25.43000030517578
2022-04-11,25.25
2022-04-12,25.209999084472656
2022-04-13,25.350000381469727
2022-04-14,25.280000686645508
2022-04-18,25.239999771118164
2022-04-19,25.329999923706055
2022-04-20,25.5
2022-04-21,25.299999237060547
2022-04-22,24.90999984741211
2022-04-25,24.860000610351562
2022-04-26,24.56999969482422
2022-04-27,24.6200008392334
2022-04-28,24.850000381469727
2022-04-29,24.399999618530273
2022-05-02,24.31999969482422
2022-05-03,24.5
2022-05-04,24.8799991607666
2022-05-05,24.479999542236328
2022-05-06,24.399999618530273
2022-05-09,23.989999771118164
2022-05-10,23.940000534057617
2022-05-11,23.90999984741211
2022-05-12,23.889999389648438
2022-05-13,24.18000030517578
2022-05-16,24.280000686645508
2022-05-17,24.510000228881836
2022-05-18,24.0
2022-05-19,23.8799991607666
2022-05-20,23.989999771118164
2022-05-23,24.209999084472656
2022-05-24,24.350000381469727
2022-05-25,24.520000457763672
2022-05-26,24.700000762939453
2022-05-27,24.940000534057617
2022-05-31,24.81999969482422
2022-06-01,24.700000762939453
2022-06-02,24.860000610351562
2022-06-03,24.719999313354492
2022-06-06,24.709999084472656
2022-06-07,24.8799991607666
2022-06-08,24.6299991607666
2022-06-09,24.270000457763672
2022-06-10,23.90999984741211
2022-06-13,23.09000015258789
2022-06-14,22.93000030517578
2022-06-15,23.1200008392334
2022-06-16,22.739999771118164
2022-06-17,22.6200008392334
2022-06-21,22.959999084472656
2022-06-22,22.8799991607666
2022-06-23,22.899999618530273
2022-06-24,23.280000686645508
2022-06-27,23.31999969482422
2022-06-28,23.190000534057617
2022-06-29,23.1200008392334
2022-06-30,23.049999237060547
2022-07-01,23.200000762939453
2022-07-05,22.989999771118164
2022-07-06,22.950000762939453
2022-07-07,23.15999984741211
2022-07-08,23.1299991607666
2022-07-11,23.049999237060547
2022-07-12,22.969999313354492
2022-07-13,22.90999984741211
2022-07-14,22.709999084472656
2022-07-15,22.950000762939453
2022-07-18,22.920000076293945
2022-07-19,23.229999542236328
2022-07-20,23.18000030517578
2022-07-21,23.239999771118164
2022-07-22,23.270000457763672
2022-07-25,23.3700008392334
2022-07-26,23.309999465942383
2022-07-27,23.489999771118164
2022-07-28,23.65999984741211
2022-07-29,23.780000686645508
2022-08-01,23.790000915527344
2022-08-02,23.6299991607666
2022-08-03,23.75
2022-08-04,23.729999542236328
2022-08-05,23.729999542236328
2022-08-08,23.790000915527344
2022-08-09,23.790000915527344
2022-08-10,24.010000228881836
2022-08-11,24.030000686645508
2022-08-12,24.229999542236328
2022-08-15,24.25
2022-08-16,24.31999969482422
2022-08-17,24.190000534057617
2022-08-18,24.209999084472656
2022-08-19,24.079999923706055
2022-08-22,23.809999465942383
2022-08-23,23.799999237060547
2022-08-24,23.81999969482422
2022-08-25,24.010000228881836
2022-08-26,23.649999618530273
2022-08-29,23.56999969482422
2022-08-30,23.350000381469727
2022-08-31,23.219999313354492
2022-09-01,23.190000534057617
2022-09-02,23.1200008392334
2022-09-06,23.030000686645508
2022-09-07,23.229999542236328
2022-09-08,23.31999969482422
2022-09-09,23.540000915527344
2022-09-12,23.540000915527344
2022-09-13,22.989999771118164
2022-09-14,23.020000457763672
2022-09-15,22.8700008392334
2022-09-16,22.809999465942383
2022-09-19,22.8700008392334
2022-09-20,22.65999984741211
2022-09-21,22.489999771118164
2022-09-22,22.350000381469727
2022-09-23,21.940000534057617
2022-09-26,21.65999984741211
2022-09-27,21.540000915527344
2022-09-28,21.850000381469727
2022-09-29,21.59000015258789
2022-09-30,21.440000534057617
2022-10-03,21.84000015258789
2022-10-04,22.299999237060547
2022-10-05,22.209999084472656
2022-10-06,21.959999084472656
2022-10-07,21.700000762939453
2022-10-10,21.6200008392334
