Date,FAIFX
2022-02-28,25.190000534057617
2022-03-01,25.0
2022-03-02,25.299999237060547
2022-03-03,25.239999771118164
2022-03-04,25.15999984741211
2022-03-07,24.739999771118164
2022-03-08,24.56999969482422
2022-03-09,24.8700008392334
2022-03-10,24.81999969482422
2022-03-11,24.65999984741211
2022-03-14,24.399999618530273
2022-03-15,24.549999237060547
2022-03-16,24.790000915527344
2022-03-17,25.049999237060547
2022-03-18,25.110000610351562
2022-03-21,25.139999389648438
2022-03-22,25.209999084472656
2022-03-23,25.100000381469727
2022-03-24,25.260000228881836
2022-03-25,25.3799991607666
2022-03-28,25.34000015258789
2022-03-29,25.520000457763672
2022-03-30,25.540000915527344
2022-03-31,25.34000015258789
2022-04-01,25.440000534057617
2022-04-04,25.459999084472656
2022-04-05,25.329999923706055
2022-04-06,25.360000610351562
2022-04-07,25.40999984741211
2022-04-08,25.489999771118164
2022-04-11,25.299999237060547
2022-04-12,25.270000457763672
2022-04-13,25.40999984741211
2022-04-14,25.329999923706055
2022-04-18,25.299999237060547
2022-04-19,25.389999389648438
2022-04-20,25.559999465942383
2022-04-21,25.350000381469727
2022-04-22,24.969999313354492
2022-04-25,24.920000076293945
2022-04-26,24.6200008392334
2022-04-27,24.68000030517578
2022-04-28,24.90999984741211
2022-04-29,24.459999084472656
2022-05-02,24.3799991607666
2022-05-03,24.549999237060547
2022-05-04,24.940000534057617
2022-05-05,24.540000915527344
2022-05-06,24.459999084472656
2022-05-09,24.049999237060547
2022-05-10,24.0
2022-05-11,23.959999084472656
2022-05-12,23.950000762939453
2022-05-13,24.239999771118164
2022-05-16,24.34000015258789
2022-05-17,24.56999969482422
2022-05-18,24.059999465942383
2022-05-19,23.940000534057617
2022-05-20,24.049999237060547
2022-05-23,24.270000457763672
2022-05-24,24.40999984741211
2022-05-25,24.579999923706055
2022-05-26,24.760000228881836
2022-05-27,25.010000228881836
2022-05-31,24.889999389648438
2022-06-01,24.770000457763672
2022-06-02,24.920000076293945
2022-06-03,24.780000686645508
2022-06-06,24.780000686645508
2022-06-07,24.940000534057617
2022-06-08,24.690000534057617
2022-06-09,24.34000015258789
2022-06-10,23.969999313354492
2022-06-13,23.139999389648438
2022-06-14,22.979999542236328
2022-06-15,23.170000076293945
2022-06-16,22.780000686645508
2022-06-17,22.670000076293945
2022-06-21,23.0
2022-06-22,22.920000076293945
2022-06-23,22.950000762939453
2022-06-24,23.31999969482422
2022-06-27,23.3700008392334
2022-06-28,23.239999771118164
2022-06-29,23.170000076293945
2022-06-30,23.100000381469727
2022-07-01,23.25
2022-07-05,23.040000915527344
2022-07-06,23.0
2022-07-07,23.209999084472656
2022-07-08,23.18000030517578
2022-07-11,23.100000381469727
2022-07-12,23.020000457763672
2022-07-13,22.959999084472656
2022-07-14,22.760000228881836
2022-07-15,23.0
2022-07-18,22.969999313354492
2022-07-19,23.280000686645508
2022-07-20,23.229999542236328
2022-07-21,23.299999237060547
2022-07-22,23.31999969482422
2022-07-25,23.420000076293945
2022-07-26,23.360000610351562
2022-07-27,23.540000915527344
2022-07-28,23.719999313354492
2022-07-29,23.829999923706055
2022-08-01,23.84000015258789
2022-08-02,23.690000534057617
2022-08-03,23.799999237060547
2022-08-04,23.790000915527344
2022-08-05,23.780000686645508
2022-08-08,23.84000015258789
2022-08-09,23.850000381469727
2022-08-10,24.06999969482422
2022-08-11,24.09000015258789
2022-08-12,24.290000915527344
2022-08-15,24.309999465942383
2022-08-16,24.3799991607666
2022-08-17,24.239999771118164
2022-08-18,24.270000457763672
2022-08-19,24.1299991607666
2022-08-22,23.8700008392334
2022-08-23,23.850000381469727
2022-08-24,23.8799991607666
2022-08-25,24.06999969482422
2022-08-26,23.709999084472656
2022-08-29,23.6299991607666
2022-08-30,23.399999618530273
2022-08-31,23.270000457763672
2022-09-01,23.25
2022-09-02,23.18000030517578
2022-09-06,23.09000015258789
2022-09-07,23.290000915527344
2022-09-08,23.3799991607666
2022-09-09,23.600000381469727
2022-09-12,23.59000015258789
2022-09-13,23.030000686645508
2022-09-14,23.06999969482422
2022-09-15,22.920000076293945
2022-09-16,22.850000381469727
2022-09-19,22.920000076293945
2022-09-20,22.709999084472656
2022-09-21,22.540000915527344
2022-09-22,22.399999618530273
2022-09-23,21.989999771118164
2022-09-26,21.700000762939453
2022-09-27,21.59000015258789
2022-09-28,21.899999618530273
2022-09-29,21.639999389648438
2022-09-30,21.489999771118164
2022-10-03,21.889999389648438
2022-10-04,22.350000381469727
2022-10-05,22.260000228881836
2022-10-06,22.010000228881836
2022-10-07,21.739999771118164
2022-10-10,21.65999984741211
2022-10-11,21.59000015258789
2022-10-12,21.540000915527344
2022-10-13,21.84000015258789
2022-10-14,21.549999237060547
2022-10-17,21.850000381469727
2022-10-18,22.030000686645508
2022-10-19,21.8700008392334
2022-10-20,21.75
2022-10-21,22.020000457763672
2022-10-24,22.1299991607666
2022-10-25,22.3700008392334
2022-10-26,22.5
2022-10-27,22.540000915527344
2022-10-28,22.850000381469727
2022-10-31,22.770000457763672
2022-11-01,22.850000381469727
2022-11-02,22.610000610351562
2022-11-03,22.520000457763672
2022-11-04,22.799999237060547
2022-11-07,22.899999618530273
2022-11-08,23.0
2022-11-09,22.760000228881836
2022-11-10,23.43000030517578
2022-11-11,23.489999771118164
2022-11-14,23.399999618530273
2022-11-15,23.540000915527344
2022-11-16,23.479999542236328
2022-11-17,23.459999084472656
2022-11-18,23.549999237060547
2022-11-21,23.579999923706055
2022-11-22,23.809999465942383
2022-11-23,23.889999389648438
2022-11-25,23.950000762939453
