Date,RFNAX
2022-02-28,69.58999633789062
2022-03-01,68.52999877929688
2022-03-02,69.77999877929688
2022-03-03,69.12000274658203
2022-03-04,68.37000274658203
2022-03-07,66.1500015258789
2022-03-08,65.88999938964844
2022-03-09,67.76000213623047
2022-03-10,67.4800033569336
2022-03-11,66.55000305175781
2022-03-14,65.91999816894531
2022-03-15,67.12999725341797
2022-03-16,68.80000305175781
2022-03-17,69.80999755859375
2022-03-18,70.6500015258789
2022-03-21,70.4000015258789
2022-03-22,71.11000061035156
2022-03-23,70.16999816894531
2022-03-24,71.11000061035156
2022-03-25,71.25
2022-03-28,71.47000122070312
2022-03-29,72.47000122070312
2022-03-30,72.0199966430664
2022-03-31,70.97000122070312
2022-04-01,71.38999938964844
2022-04-04,71.94999694824219
2022-04-05,70.95999908447266
2022-04-06,70.37999725341797
2022-04-07,70.58999633789062
2022-04-08,70.44999694824219
2022-04-11,69.56999969482422
2022-04-12,69.30000305175781
2022-04-13,70.1500015258789
2022-04-14,69.47000122070312
2022-04-18,69.37999725341797
2022-04-19,70.29000091552734
2022-04-20,70.19000244140625
2022-04-21,68.93000030517578
2022-04-22,67.1500015258789
2022-04-25,67.27999877929688
2022-04-26,65.48999786376953
2022-04-27,65.66999816894531
2022-04-28,67.08999633789062
2022-04-29,65.1500015258789
2022-05-02,65.55999755859375
2022-05-03,65.9000015258789
2022-05-04,67.58000183105469
2022-05-05,65.47000122070312
2022-05-06,64.94000244140625
2022-05-09,62.59000015258789
2022-05-10,62.77000045776367
2022-05-11,62.150001525878906
2022-05-12,62.27000045776367
2022-05-13,63.959999084472656
2022-05-16,63.900001525878906
2022-05-17,65.1500015258789
2022-05-18,62.84000015258789
2022-05-19,62.65999984741211
2022-05-20,62.790000915527344
2022-05-23,63.63999938964844
2022-05-24,63.2400016784668
2022-05-25,63.81999969482422
2022-05-26,65.0199966430664
2022-05-27,66.45999908447266
2022-05-31,65.93000030517578
2022-06-01,65.44999694824219
2022-06-02,66.54000091552734
2022-06-03,65.6500015258789
2022-06-06,65.8499984741211
2022-06-07,66.41000366210938
2022-06-08,65.63999938964844
2022-06-09,64.08999633789062
2022-06-10,62.34000015258789
2022-06-13,59.83000183105469
2022-06-14,59.5099983215332
2022-06-15,59.099998474121094
2022-06-16,57.150001525878906
2022-06-17,57.189998626708984
2022-06-21,58.400001525878906
2022-06-22,58.08000183105469
2022-06-23,58.349998474121094
2022-06-24,60.06999969482422
2022-06-27,60.099998474121094
2022-06-28,59.22999954223633
2022-06-29,58.97999954223633
2022-06-30,58.41999816894531
2022-07-01,58.86000061035156
2022-07-05,58.689998626708984
2022-07-06,58.779998779296875
2022-07-07,59.72999954223633
2022-07-08,59.65999984741211
2022-07-11,58.88999938964844
2022-07-12,58.470001220703125
2022-07-13,58.209999084472656
2022-07-14,57.810001373291016
2022-07-15,59.060001373291016
2022-07-18,58.88999938964844
2022-07-19,60.560001373291016
2022-07-20,60.779998779296875
2022-07-21,61.220001220703125
2022-07-22,60.61000061035156
2022-07-25,60.849998474121094
2022-07-26,60.2400016784668
2022-07-27,61.619998931884766
2022-07-28,62.18000030517578
2022-07-29,62.77000045776367
2022-08-01,62.599998474121094
2022-08-02,62.220001220703125
2022-08-03,62.9900016784668
2022-08-04,63.11000061035156
2022-08-05,63.13999938964844
2022-08-08,63.220001220703125
2022-08-09,62.849998474121094
2022-08-10,64.20999908447266
2022-08-11,64.26000213623047
2022-08-12,65.25
2022-08-15,65.26000213623047
2022-08-16,65.31999969482422
2022-08-17,64.70999908447266
2022-08-18,64.97000122070312
2022-08-19,64.12999725341797
2022-08-22,62.97999954223633
2022-08-23,62.90999984741211
2022-08-24,63.16999816894531
2022-08-25,64.02999877929688
2022-08-26,62.04999923706055
2022-08-29,61.689998626708984
2022-08-30,60.970001220703125
2022-08-31,60.61000061035156
2022-09-01,60.529998779296875
2022-09-02,60.13999938964844
2022-09-06,59.810001373291016
2022-09-07,60.75
2022-09-08,61.27000045776367
2022-09-09,62.310001373291016
2022-09-12,62.880001068115234
2022-09-13,60.40999984741211
2022-09-14,60.459999084472656
2022-09-15,59.95000076293945
2022-09-16,59.4900016784668
2022-09-19,59.84000015258789
2022-09-20,59.119998931884766
2022-09-21,58.15999984741211
2022-09-22,57.58000183105469
2022-09-23,56.33000183105469
2022-09-26,55.599998474121094
2022-09-27,55.5099983215332
2022-09-28,56.77000045776367
2022-09-29,55.790000915527344
2022-09-30,55.209999084472656
2022-10-03,56.79999923706055
2022-10-04,58.689998626708984
2022-10-05,58.599998474121094
2022-10-06,58.11000061035156
2022-10-07,56.70000076293945
2022-10-10,56.189998626708984
2022-10-11,55.7400016784668
2022-10-12,55.63999938964844
2022-10-13,56.810001373291016
2022-10-14,55.470001220703125
2022-10-17,56.7599983215332
2022-10-18,57.310001373291016
2022-10-19,56.939998626708984
2022-10-20,56.560001373291016
2022-10-21,57.81999969482422
2022-10-24,58.290000915527344
2022-10-25,59.34000015258789
2022-10-26,59.25
2022-10-27,58.95000076293945
2022-10-28,59.959999084472656
2022-10-31,59.630001068115234
2022-11-01,59.63999938964844
2022-11-02,58.36000061035156
2022-11-03,57.9900016784668
2022-11-04,59.06999969482422
2022-11-07,59.689998626708984
2022-11-08,60.119998931884766
2022-11-09,58.959999084472656
2022-11-10,61.97999954223633
2022-11-11,62.52000045776367
2022-11-14,61.93000030517578
2022-11-15,62.439998626708984
2022-11-16,61.869998931884766
2022-11-17,61.66999816894531
2022-11-18,61.95000076293945
2022-11-21,61.7400016784668
2022-11-22,62.47999954223633
2022-11-23,62.849998474121094
2022-11-25,62.939998626708984
2022-11-28,61.97999954223633
2022-11-29,62.040000915527344
2022-11-30,63.849998474121094
2022-12-01,63.81999969482422
2022-12-02,63.790000915527344
2022-12-05,62.70000076293945
2022-12-06,61.95000076293945
2022-12-07,61.869998931884766
2022-12-08,62.33000183105469
2022-12-09,62.04999923706055
2022-12-12,62.790000915527344
2022-12-13,63.27000045776367
2022-12-14,63.04999923706055
2022-12-15,61.560001373291016
2022-12-16,59.779998779296875
2022-12-19,59.33000183105469
2022-12-20,59.470001220703125
2022-12-21,60.36000061035156
2022-12-22,59.630001068115234
2022-12-23,59.959999084472656
2022-12-27,59.869998931884766
2022-12-28,59.16999816894531
2022-12-29,60.08000183105469
2022-12-30,59.900001525878906
2023-01-03,59.68000030517578
2023-01-04,60.209999084472656
2023-01-05,59.66999816894531
2023-01-06,61.11000061035156
2023-01-09,61.16999816894531
