Date,RMFHX
2022-02-28,51.36000061035156
2022-03-01,50.83000183105469
2022-03-02,51.70000076293945
2022-03-03,51.779998779296875
2022-03-04,51.869998931884766
2022-03-07,51.0099983215332
2022-03-08,50.36000061035156
2022-03-09,51.09000015258789
2022-03-10,51.0
2022-03-11,50.59000015258789
2022-03-14,50.61000061035156
2022-03-15,51.310001373291016
2022-03-16,51.56999969482422
2022-03-17,52.18000030517578
2022-03-18,52.349998474121094
2022-03-21,52.5099983215332
2022-03-22,52.720001220703125
2022-03-23,52.290000915527344
2022-03-24,52.779998779296875
2022-03-25,53.18000030517578
2022-03-28,53.25
2022-03-29,53.630001068115234
2022-03-30,53.54999923706055
2022-03-31,52.880001068115234
2022-04-01,53.099998474121094
2022-04-04,53.130001068115234
2022-04-05,52.90999984741211
2022-04-06,53.02000045776367
2022-04-07,53.33000183105469
2022-04-08,53.52000045776367
2022-04-11,52.91999816894531
2022-04-12,52.7599983215332
2022-04-13,53.02000045776367
2022-04-14,52.7599983215332
2022-04-18,52.63999938964844
2022-04-19,53.11000061035156
2022-04-20,53.56999969482422
2022-04-21,53.0099983215332
2022-04-22,51.81999969482422
2022-04-25,51.900001525878906
2022-04-26,51.0099983215332
2022-04-27,51.27000045776367
2022-04-28,51.970001220703125
2022-04-29,50.47999954223633
2022-05-02,50.45000076293945
2022-05-03,50.7599983215332
2022-05-04,51.959999084472656
2022-05-05,50.81999969482422
2022-05-06,50.84000015258789
2022-05-09,49.7599983215332
2022-05-10,49.65999984741211
2022-05-11,49.349998474121094
2022-05-12,49.400001525878906
2022-05-13,50.09000015258789
2022-05-16,50.25
2022-05-17,50.95000076293945
2022-05-18,49.4900016784668
2022-05-19,49.209999084472656
2022-05-20,49.380001068115234
2022-05-23,50.08000183105469
2022-05-24,50.290000915527344
2022-05-25,50.54999923706055
2022-05-26,51.060001373291016
2022-05-27,51.81999969482422
2022-05-31,51.470001220703125
2022-06-01,51.15999984741211
2022-06-02,51.66999816894531
2022-06-03,51.27000045776367
2022-06-06,51.310001373291016
2022-06-07,51.84000015258789
2022-06-08,51.2400016784668
2022-06-09,50.290000915527344
2022-06-10,49.43000030517578
2022-06-13,48.040000915527344
2022-06-14,47.59000015258789
2022-06-15,47.68000030517578
2022-06-16,46.560001373291016
2022-06-17,46.38999938964844
2022-06-21,47.439998626708984
2022-06-22,47.43000030517578
2022-06-23,47.619998931884766
2022-06-24,48.70000076293945
2022-06-27,48.7599983215332
2022-06-28,48.34000015258789
2022-06-29,48.33000183105469
2022-06-30,48.22999954223633
2022-07-01,48.66999816894531
2022-07-05,48.099998474121094
2022-07-06,48.2400016784668
2022-07-07,48.58000183105469
2022-07-08,48.54999923706055
2022-07-11,48.34000015258789
2022-07-12,47.959999084472656
2022-07-13,47.72999954223633
2022-07-14,47.41999816894531
2022-07-15,48.119998931884766
2022-07-18,47.7400016784668
2022-07-19,48.72999954223633
2022-07-20,48.65999984741211
2022-07-21,48.88999938964844
2022-07-22,48.79999923706055
2022-07-25,49.06999969482422
2022-07-26,48.86000061035156
2022-07-27,49.45000076293945
2022-07-28,49.900001525878906
2022-07-29,50.119998931884766
2022-08-01,49.95000076293945
2022-08-02,49.68000030517578
2022-08-03,50.119998931884766
2022-08-04,49.939998626708984
2022-08-05,50.02000045776367
2022-08-08,50.040000915527344
2022-08-09,50.099998474121094
2022-08-10,50.77000045776367
2022-08-11,50.84000015258789
2022-08-12,51.52000045776367
2022-08-15,51.68000030517578
2022-08-16,51.83000183105469
2022-08-17,51.58000183105469
2022-08-18,51.66999816894531
2022-08-19,51.349998474121094
2022-08-22,50.59000015258789
2022-08-23,50.43000030517578
2022-08-24,50.540000915527344
2022-08-25,51.0099983215332
2022-08-26,49.81999969482422
2022-08-29,49.619998931884766
2022-08-30,49.099998474121094
2022-08-31,48.810001373291016
2022-09-01,49.02000045776367
2022-09-02,48.599998474121094
2022-09-06,48.439998626708984
2022-09-07,49.150001525878906
2022-09-08,49.41999816894531
2022-09-09,49.95000076293945
2022-09-12,50.38999938964844
2022-09-13,48.77000045776367
2022-09-14,48.7400016784668
2022-09-15,48.36000061035156
2022-09-16,48.15999984741211
2022-09-19,48.38999938964844
2022-09-20,47.900001525878906
2022-09-21,47.31999969482422
2022-09-22,47.130001068115234
2022-09-23,46.380001068115234
2022-09-26,45.810001373291016
2022-09-27,45.58000183105469
2022-09-28,46.36000061035156
2022-09-29,45.63999938964844
2022-09-30,45.029998779296875
2022-10-03,46.209999084472656
2022-10-04,47.380001068115234
2022-10-05,47.209999084472656
2022-10-06,46.54999923706055
2022-10-07,45.720001220703125
2022-10-10,45.529998779296875
2022-10-11,45.43000030517578
2022-10-12,45.16999816894531
2022-10-13,46.31999969482422
2022-10-14,45.5
2022-10-17,46.349998474121094
2022-10-18,46.86000061035156
2022-10-19,46.560001373291016
2022-10-20,46.13999938964844
2022-10-21,47.029998779296875
2022-10-24,47.5
2022-10-25,47.90999984741211
2022-10-26,48.04999923706055
2022-10-27,48.13999938964844
2022-10-28,49.13999938964844
2022-10-31,48.90999984741211
2022-11-01,48.90999984741211
2022-11-02,48.209999084472656
2022-11-03,48.0099983215332
2022-11-04,48.66999816894531
2022-11-07,49.099998474121094
2022-11-08,49.369998931884766
2022-11-09,48.709999084472656
2022-11-10,50.470001220703125
2022-11-11,50.45000076293945
2022-11-14,50.099998474121094
2022-11-15,50.369998931884766
2022-11-16,50.189998626708984
2022-11-17,50.119998931884766
2022-11-18,50.459999084472656
2022-11-21,50.560001373291016
2022-11-22,51.099998474121094
2022-11-23,51.27000045776367
2022-11-25,51.40999984741211
2022-11-28,50.7400016784668
2022-11-29,50.709999084472656
2022-11-30,51.75
2022-12-01,51.72999954223633
2022-12-02,51.790000915527344
2022-12-05,51.099998474121094
2022-12-06,50.66999816894531
2022-12-07,50.689998626708984
2022-12-08,50.97999954223633
2022-12-09,50.599998474121094
2022-12-12,51.25
2022-12-13,51.45000076293945
2022-12-14,49.459999084472656
2022-12-15,48.59000015258789
2022-12-16,48.099998474121094
2022-12-19,47.880001068115234
2022-12-20,47.880001068115234
2022-12-21,48.4900016784668
2022-12-22,48.11000061035156
2022-12-23,48.400001525878906
2022-12-27,48.470001220703125
2022-12-28,48.02000045776367
2022-12-29,48.52000045776367
2022-12-30,48.36000061035156
2023-01-03,48.22999954223633
2023-01-04,48.52000045776367
2023-01-05,48.09000015258789
2023-01-06,49.04999923706055
2023-01-09,48.810001373291016
2023-01-10,49.0099983215332
2023-01-11,49.36000061035156
2023-01-12,49.40999984741211
2023-01-13,49.52000045776367
2023-01-17,49.380001068115234
2023-01-18,48.560001373291016
2023-01-19,48.2599983215332
2023-01-20,48.81999969482422
2023-01-23,49.09000015258789
2023-01-24,49.119998931884766
2023-01-25,49.08000183105469
2023-01-26,49.34000015258789
2023-01-27,49.22999954223633
2023-01-30,48.91999816894531
2023-01-31,49.47999954223633
2023-02-01,49.59000015258789
2023-02-02,49.709999084472656
2023-02-03,49.34000015258789
2023-02-06,49.220001220703125
2023-02-07,49.54999923706055
2023-02-08,49.209999084472656
2023-02-09,48.869998931884766
2023-02-10,49.31999969482422
2023-02-13,49.70000076293945
2023-02-14,49.54999923706055
2023-02-15,49.58000183105469
2023-02-16,49.16999816894531
2023-02-17,49.16999816894531
2023-02-21,48.529998779296875
2023-02-22,48.41999816894531
2023-02-23,48.54999923706055
2023-02-24,48.290000915527344
2023-02-27,48.34000015258789
2023-02-28,48.11000061035156
2023-03-01,47.95000076293945
2023-03-02,48.25
2023-03-03,48.7400016784668
2023-03-06,48.709999084472656
2023-03-07,48.0099983215332
2023-03-08,47.97999954223633
2023-03-09,47.31999969482422
2023-03-10,46.869998931884766
2023-03-13,46.7400016784668
2023-03-14,47.2599983215332
2023-03-15,46.599998474121094
2023-03-16,47.130001068115234
2023-03-17,46.560001373291016
2023-03-20,47.02000045776367
2023-03-21,47.33000183105469
2023-03-22,46.599998474121094
2023-03-23,46.61000061035156
2023-03-24,47.02000045776367
2023-03-27,47.2400016784668
2023-03-28,47.29999923706055
2023-03-29,47.79999923706055
2023-03-30,47.9900016784668
2023-03-31,48.5
2023-04-03,48.790000915527344
2023-04-04,48.529998779296875
2023-04-05,48.63999938964844
2023-04-06,48.790000915527344
2023-04-10,48.84000015258789
2023-04-11,48.939998626708984
2023-04-12,48.91999816894531
2023-04-13,49.25
2023-04-14,49.099998474121094
2023-04-17,49.349998474121094
2023-04-18,49.38999938964844
2023-04-19,49.470001220703125
2023-04-20,49.36000061035156
2023-04-21,49.369998931884766
2023-04-24,49.43000030517578
2023-04-25,48.97999954223633
2023-04-26,48.540000915527344
2023-04-27,49.06999969482422
2023-04-28,49.459999084472656
2023-05-01,49.529998779296875
2023-05-02,48.959999084472656
2023-05-03,48.599998474121094
2023-05-04,48.380001068115234
2023-05-05,49.040000915527344
2023-05-08,48.970001220703125
2023-05-09,48.81999969482422
2023-05-10,48.849998474121094
2023-05-11,48.630001068115234
2023-05-12,48.63999938964844
2023-05-15,48.77000045776367
2023-05-16,48.2599983215332
2023-05-17,48.63999938964844
2023-05-18,48.77000045776367
2023-05-19,48.77000045776367
2023-05-22,48.689998626708984
2023-05-23,48.27000045776367
2023-05-24,47.880001068115234
2023-05-25,47.68000030517578
2023-05-26,47.95000076293945
2023-05-30,47.790000915527344
2023-05-31,47.65999984741211
2023-06-01,47.97999954223633
2023-06-02,48.66999816894531
2023-06-05,48.529998779296875
2023-06-06,48.58000183105469
2023-06-07,48.7599983215332
2023-06-08,48.90999984741211
2023-06-09,48.84000015258789
2023-06-12,48.970001220703125
2023-06-13,49.2400016784668
2023-06-14,48.869998931884766
2023-06-15,49.400001525878906
2023-06-16,49.38999938964844
2023-06-20,49.040000915527344
2023-06-21,49.04999923706055
2023-06-22,48.97999954223633
2023-06-23,48.599998474121094
2023-06-26,48.720001220703125
2023-06-27,49.029998779296875
2023-06-28,48.869998931884766
2023-06-29,49.13999938964844
2023-06-30,49.59000015258789
2023-07-03,49.59000015258789
2023-07-05,49.470001220703125
2023-07-06,49.11000061035156
2023-07-07,48.95000076293945
2023-07-10,49.18000030517578
2023-07-11,49.5
2023-07-12,49.72999954223633
2023-07-13,49.959999084472656
2023-07-14,49.900001525878906
2023-07-17,49.93000030517578
2023-07-18,50.16999816894531
2023-07-19,50.349998474121094
2023-07-20,50.650001525878906
2023-07-21,50.84000015258789
2023-07-24,50.970001220703125
2023-07-25,50.90999984741211
2023-07-26,50.88999938964844
2023-07-27,50.560001373291016
2023-07-28,50.86000061035156
2023-07-31,50.880001068115234
2023-08-01,50.709999084472656
2023-08-02,50.36000061035156
2023-08-03,50.15999984741211
2023-08-04,49.900001525878906
2023-08-07,50.290000915527344
2023-08-08,50.08000183105469
2023-08-09,50.04999923706055
2023-08-10,50.029998779296875
2023-08-11,50.13999938964844
2023-08-14,50.15999984741211
2023-08-15,49.65999984741211
2023-08-16,49.459999084472656
2023-08-17,49.18000030517578
2023-08-18,49.220001220703125
2023-08-21,49.20000076293945
2023-08-22,49.06999969482422
2023-08-23,49.380001068115234
2023-08-24,48.95000076293945
2023-08-25,49.27000045776367
2023-08-28,49.5099983215332
2023-08-29,49.900001525878906
2023-08-30,49.97999954223633
2023-08-31,49.720001220703125
2023-09-01,49.849998474121094
2023-09-05,49.43000030517578
2023-09-06,49.22999954223633
2023-09-07,49.220001220703125
2023-09-08,49.36000061035156
2023-09-11,49.4900016784668
2023-09-12,49.459999084472656
2023-09-13,49.220001220703125
2023-09-14,49.68000030517578
2023-09-15,49.33000183105469
2023-09-18,49.369998931884766
2023-09-19,49.25
2023-09-20,49.040000915527344
2023-09-21,48.439998626708984
2023-09-22,48.27000045776367
2023-09-25,48.38999938964844
