Date,NXPI
2022-08-12,187.47000122070312
2022-08-15,187.57000732421875
2022-08-16,185.85000610351562
2022-08-17,180.22000122070312
2022-08-18,182.75999450683594
2022-08-19,180.3300018310547
2022-08-22,172.52000427246094
2022-08-23,173.94000244140625
2022-08-24,173.00999450683594
2022-08-25,179.02000427246094
2022-08-26,168.1199951171875
2022-08-29,165.8800048828125
2022-08-30,165.72000122070312
2022-08-31,164.5800018310547
2022-09-01,164.39999389648438
2022-09-02,162.38999938964844
2022-09-06,160.75
2022-09-07,163.32000732421875
2022-09-08,165.4499969482422
2022-09-09,168.13999938964844
2022-09-12,169.07000732421875
2022-09-13,155.4600067138672
2022-09-14,159.4499969482422
2022-09-15,159.67999267578125
2022-09-16,159.94000244140625
2022-09-19,163.10000610351562
2022-09-20,160.89999389648438
2022-09-21,159.1699981689453
2022-09-22,155.1300048828125
2022-09-23,152.94000244140625
2022-09-26,151.9499969482422
2022-09-27,153.50999450683594
2022-09-28,156.44000244140625
2022-09-29,151.00999450683594
2022-09-30,147.50999450683594
2022-10-03,151.9600067138672
2022-10-04,159.88999938964844
2022-10-05,161.24000549316406
2022-10-06,158.99000549316406
2022-10-07,151.75
2022-10-10,147.5
2022-10-11,143.75
2022-10-12,140.27999877929688
2022-10-13,143.1699981689453
2022-10-14,138.08999633789062
2022-10-17,141.27000427246094
2022-10-18,140.9499969482422
2022-10-19,141.32000732421875
2022-10-20,139.0399932861328
2022-10-21,145.25
2022-10-24,144.94000244140625
2022-10-25,148.74000549316406
2022-10-26,147.27999877929688
2022-10-27,145.1199951171875
2022-10-28,151.66000366210938
2022-10-31,146.0800018310547
2022-11-01,151.85000610351562
2022-11-02,148.61000061035156
2022-11-03,144.85000610351562
2022-11-04,151.05999755859375
2022-11-07,157.89999389648438
2022-11-08,163.11000061035156
2022-11-09,154.72000122070312
2022-11-10,165.47000122070312
2022-11-11,169.94000244140625
2022-11-14,169.00999450683594
2022-11-15,174.80999755859375
2022-11-16,166.8800048828125
2022-11-17,170.08999633789062
2022-11-18,171.94000244140625
2022-11-21,168.85000610351562
2022-11-22,173.41000366210938
2022-11-23,175.1999969482422
2022-11-25,172.69000244140625
2022-11-28,164.10000610351562
2022-11-29,164.69000244140625
2022-11-30,175.83999633789062
2022-12-01,173.44000244140625
2022-12-02,171.05999755859375
2022-12-05,168.3699951171875
2022-12-06,163.0800018310547
2022-12-07,163.9499969482422
2022-12-08,171.47000122070312
2022-12-09,169.72000122070312
2022-12-12,173.07000732421875
2022-12-13,174.30999755859375
2022-12-14,171.57000732421875
2022-12-15,165.16000366210938
2022-12-16,163.72000122070312
2022-12-19,160.27000427246094
2022-12-20,159.50999450683594
2022-12-21,163.42999267578125
2022-12-22,157.50999450683594
2022-12-23,157.6699981689453
2022-12-27,153.77999877929688
2022-12-28,151.6999969482422
2022-12-29,158.1199951171875
2022-12-30,158.02999877929688
2023-01-03,155.0500030517578
2023-01-04,157.9600067138672
2023-01-05,153.50999450683594
2023-01-06,159.6300048828125
2023-01-09,160.97000122070312
2023-01-10,166.07000732421875
2023-01-11,168.72999572753906
2023-01-12,170.2100067138672
2023-01-13,171.82000732421875
2023-01-17,170.3300018310547
2023-01-18,170.67999267578125
2023-01-19,165.0
2023-01-20,168.5
2023-01-23,173.02999877929688
2023-01-24,173.1699981689453
2023-01-25,174.10000610351562
2023-01-26,180.02000427246094
2023-01-27,181.5399932861328
2023-01-30,179.47999572753906
2023-01-31,184.30999755859375
2023-02-01,193.94000244140625
2023-02-02,196.16000366210938
2023-02-03,190.9499969482422
2023-02-06,187.3699951171875
2023-02-07,193.24000549316406
2023-02-08,187.9499969482422
2023-02-09,189.85000610351562
2023-02-10,186.47000122070312
2023-02-13,188.3800048828125
2023-02-14,189.7899932861328
2023-02-15,193.2899932861328
2023-02-16,191.22999572753906
2023-02-17,188.4600067138672
2023-02-21,181.41000366210938
2023-02-22,177.69000244140625
2023-02-23,180.99000549316406
2023-02-24,176.86000061035156
2023-02-27,177.74000549316406
2023-02-28,178.47999572753906
2023-03-01,178.8699951171875
2023-03-02,180.6300048828125
2023-03-03,182.9600067138672
2023-03-06,179.94000244140625
2023-03-07,177.39999389648438
2023-03-08,182.50999450683594
2023-03-09,179.8300018310547
2023-03-10,175.0500030517578
2023-03-13,174.92999267578125
2023-03-14,178.82000732421875
2023-03-15,174.60000610351562
2023-03-16,179.49000549316406
2023-03-17,177.2899932861328
2023-03-20,180.5500030517578
2023-03-21,180.4600067138672
2023-03-22,176.6199951171875
2023-03-23,182.0399932861328
2023-03-24,176.5500030517578
2023-03-27,174.1999969482422
2023-03-28,173.2100067138672
2023-03-29,179.0
2023-03-30,181.6199951171875
2023-03-31,186.47999572753906
2023-04-03,181.97999572753906
2023-04-04,176.1199951171875
2023-04-05,173.02000427246094
2023-04-06,170.10000610351562
2023-04-10,172.41000366210938
2023-04-11,171.8800048828125
2023-04-12,170.22000122070312
2023-04-13,171.9199981689453
2023-04-14,172.35000610351562
2023-04-17,174.50999450683594
2023-04-18,175.77999877929688
2023-04-19,172.7899932861328
2023-04-20,169.6199951171875
2023-04-21,169.82000732421875
2023-04-24,169.88999938964844
2023-04-25,164.5
2023-04-26,165.35000610351562
2023-04-27,161.19000244140625
2023-04-28,163.74000549316406
2023-05-01,166.00999450683594
2023-05-02,171.50999450683594
2023-05-03,167.55999755859375
2023-05-04,163.7899932861328
2023-05-05,166.82000732421875
2023-05-08,168.0500030517578
2023-05-09,165.08999633789062
2023-05-10,165.1999969482422
2023-05-11,163.35000610351562
2023-05-12,164.5500030517578
2023-05-15,167.92999267578125
2023-05-16,165.88999938964844
2023-05-17,171.25
2023-05-18,175.63999938964844
2023-05-19,174.9600067138672
2023-05-22,177.3699951171875
2023-05-23,175.05999755859375
2023-05-24,166.52000427246094
2023-05-25,171.33999633789062
2023-05-26,181.17999267578125
2023-05-30,182.07000732421875
2023-05-31,179.10000610351562
2023-06-01,181.0
2023-06-02,181.60000610351562
2023-06-05,176.55999755859375
2023-06-06,181.25999450683594
2023-06-07,186.4499969482422
2023-06-08,187.4600067138672
2023-06-09,185.0
2023-06-12,189.35000610351562
2023-06-13,196.44000244140625
2023-06-14,195.69000244140625
2023-06-15,195.75
2023-06-16,197.85000610351562
2023-06-20,195.39999389648438
2023-06-21,193.27999877929688
2023-06-22,194.64999389648438
2023-06-23,188.69000244140625
2023-06-26,192.1999969482422
2023-06-27,200.32000732421875
2023-06-28,197.55999755859375
2023-06-29,199.75999450683594
2023-06-30,204.67999267578125
2023-07-03,207.1300048828125
2023-07-05,203.6699981689453
2023-07-06,204.3699951171875
2023-07-07,204.05999755859375
2023-07-10,210.4199981689453
2023-07-11,210.9499969482422
2023-07-12,211.86000061035156
2023-07-13,216.52000427246094
2023-07-14,212.5399932861328
2023-07-17,219.6199951171875
2023-07-18,223.66000366210938
2023-07-19,220.27999877929688
2023-07-20,211.9499969482422
2023-07-21,213.3000030517578
2023-07-24,210.8800048828125
2023-07-25,219.88999938964844
2023-07-26,218.47999572753906
2023-07-27,221.7899932861328
2023-07-28,223.30999755859375
2023-07-31,222.97999572753906
2023-08-01,223.47999572753906
2023-08-02,216.39999389648438
2023-08-03,215.9499969482422
2023-08-04,213.6999969482422
2023-08-07,218.72999572753906
2023-08-08,216.88999938964844
2023-08-09,214.3699951171875
2023-08-10,211.97999572753906
2023-08-11,204.1999969482422
2023-08-14,207.25
2023-08-15,201.74000549316406
2023-08-16,196.74000549316406
2023-08-17,194.52999877929688
2023-08-18,196.57000732421875
2023-08-21,201.6199951171875
2023-08-22,199.66000366210938
2023-08-23,201.10000610351562
2023-08-24,193.82000732421875
2023-08-25,196.1999969482422
2023-08-28,199.22999572753906
2023-08-29,205.16000366210938
2023-08-30,205.8800048828125
2023-08-31,205.72000122070312
2023-09-01,209.9600067138672
2023-09-05,207.57000732421875
2023-09-06,207.7899932861328
2023-09-07,204.00999450683594
2023-09-08,203.0500030517578
2023-09-11,203.5
2023-09-12,199.5
2023-09-13,200.39999389648438
2023-09-14,202.69000244140625
2023-09-15,197.3800048828125
2023-09-18,199.2899932861328
2023-09-19,199.13999938964844
2023-09-20,194.9600067138672
2023-09-21,194.0
2023-09-22,196.7899932861328
2023-09-25,198.1199951171875
2023-09-26,194.99000549316406
2023-09-27,196.6999969482422
2023-09-28,200.52999877929688
2023-09-29,199.9199981689453
2023-10-02,200.19000244140625
2023-10-03,195.1999969482422
2023-10-04,198.19000244140625
2023-10-05,195.4499969482422
2023-10-06,199.02000427246094
2023-10-09,198.1199951171875
2023-10-10,201.75
2023-10-11,203.4600067138672
2023-10-12,202.36000061035156
2023-10-13,194.5
2023-10-16,199.77999877929688
2023-10-17,197.72000122070312
2023-10-18,193.1999969482422
2023-10-19,187.92999267578125
2023-10-20,185.75999450683594
2023-10-23,182.35000610351562
2023-10-24,183.61000061035156
2023-10-25,175.94000244140625
2023-10-26,179.55999755859375
2023-10-27,179.1300048828125
2023-10-30,170.17999267578125
2023-10-31,172.42999267578125
2023-11-01,172.52000427246094
2023-11-02,177.58999633789062
2023-11-03,181.5500030517578
2023-11-06,182.8000030517578
2023-11-07,185.8000030517578
2023-11-08,183.35000610351562
2023-11-09,180.3300018310547
2023-11-10,186.6699981689453
2023-11-13,184.83999633789062
2023-11-14,194.88999938964844
2023-11-15,200.75
2023-11-16,200.8000030517578
2023-11-17,200.94000244140625
2023-11-20,203.33999633789062
2023-11-21,200.44000244140625
2023-11-22,199.5800018310547
2023-11-24,200.1199951171875
2023-11-27,199.66000366210938
2023-11-28,200.02999877929688
2023-11-29,204.3300018310547
2023-11-30,204.0800018310547
2023-12-01,205.67999267578125
2023-12-04,206.27999877929688
2023-12-05,205.8300018310547
2023-12-06,205.9199981689453
2023-12-07,211.6999969482422
2023-12-08,215.5500030517578
2023-12-11,220.5500030517578
2023-12-12,219.1300048828125
2023-12-13,221.3300018310547
2023-12-14,232.67999267578125
2023-12-15,232.92999267578125
2023-12-18,229.3300018310547
2023-12-19,229.3800048828125
2023-12-20,222.89999389648438
2023-12-21,229.25
2023-12-22,228.9499969482422
2023-12-26,231.9499969482422
2023-12-27,232.10000610351562
2023-12-28,231.07000732421875
2023-12-29,229.67999267578125
2024-01-02,221.17999267578125
2024-01-03,216.0800018310547
2024-01-04,207.75999450683594
2024-01-05,205.72000122070312
2024-01-08,212.1699981689453
2024-01-09,211.7100067138672
2024-01-10,211.2899932861328
2024-01-11,211.49000549316406
2024-01-12,209.11000061035156
2024-01-16,208.99000549316406
2024-01-17,205.47999572753906
2024-01-18,211.61000061035156
2024-01-19,218.36000061035156
2024-01-22,218.83999633789062
2024-01-23,223.92999267578125
2024-01-24,221.69000244140625
2024-01-25,219.41000366210938
2024-01-26,215.1199951171875
2024-01-29,217.47000122070312
2024-01-30,215.1699981689453
2024-01-31,210.57000732421875
2024-02-01,213.00999450683594
2024-02-02,214.99000549316406
2024-02-05,221.02000427246094
2024-02-06,223.0
2024-02-07,221.3699951171875
2024-02-08,227.8300018310547
2024-02-09,233.5500030517578
2024-02-12,236.67999267578125
2024-02-13,232.07000732421875
2024-02-14,233.9600067138672
2024-02-15,234.49000549316406
2024-02-16,232.16000366210938
2024-02-20,231.35000610351562
2024-02-21,235.32000732421875
2024-02-22,239.5
2024-02-23,238.85000610351562
2024-02-26,243.7899932861328
2024-02-27,245.72999572753906
2024-02-28,243.97999572753906
2024-02-29,249.72999572753906
2024-03-01,257.510009765625
2024-03-04,254.3000030517578
2024-03-05,248.4600067138672
2024-03-06,251.25
2024-03-07,259.0400085449219
2024-03-08,252.02999877929688
2024-03-11,253.2899932861328
2024-03-12,257.4599914550781
2024-03-13,250.97999572753906
2024-03-14,243.72999572753906
2024-03-15,237.5399932861328
2024-03-18,236.6199951171875
2024-03-19,236.3800048828125
2024-03-20,241.27000427246094
2024-03-21,246.11000061035156
2024-03-22,244.3300018310547
2024-03-25,240.33999633789062
2024-03-26,239.05999755859375
2024-03-27,245.44000244140625
2024-03-28,247.77000427246094
2024-04-01,246.27999877929688
2024-04-02,240.77000427246094
2024-04-03,243.8800048828125
2024-04-04,239.1699981689453
2024-04-05,241.00999450683594
2024-04-08,244.9199981689453
2024-04-09,251.8300018310547
2024-04-10,241.0800018310547
2024-04-11,244.3300018310547
2024-04-12,233.61000061035156
2024-04-15,230.11000061035156
2024-04-16,230.67999267578125
2024-04-17,226.9199981689453
2024-04-18,219.35000610351562
2024-04-19,215.1199951171875
2024-04-22,218.66000366210938
2024-04-23,225.61000061035156
2024-04-24,235.0399932861328
2024-04-25,238.0800018310547
2024-04-26,242.6999969482422
2024-04-29,247.1300048828125
2024-04-30,256.19000244140625
2024-05-01,249.42999267578125
2024-05-02,254.25999450683594
2024-05-03,257.8500061035156
2024-05-06,259.6300048828125
2024-05-07,258.6499938964844
2024-05-08,260.2099914550781
2024-05-09,260.79998779296875
2024-05-10,261.7300109863281
2024-05-13,263.92999267578125
2024-05-14,267.6600036621094
2024-05-15,272.0
2024-05-16,269.6099853515625
2024-05-17,267.7200012207031
2024-05-20,273.57000732421875
2024-05-21,274.4200134277344
2024-05-22,278.8299865722656
2024-05-23,272.7200012207031
2024-05-24,277.1700134277344
2024-05-28,279.6300048828125
2024-05-29,273.8299865722656
2024-05-30,271.42999267578125
2024-05-31,272.1000061035156
2024-06-03,269.94000244140625
2024-06-04,266.29998779296875
2024-06-05,275.70001220703125
2024-06-06,272.010009765625
2024-06-07,271.8900146484375
2024-06-10,276.8500061035156
2024-06-11,277.92999267578125
2024-06-12,282.989990234375
2024-06-13,275.4700012207031
2024-06-14,268.8500061035156
2024-06-17,271.260009765625
2024-06-18,271.3999938964844
2024-06-20,264.67999267578125
2024-06-21,271.0299987792969
2024-06-24,267.2699890136719
2024-06-25,269.9200134277344
2024-06-26,268.1700134277344
2024-06-27,265.010009765625
2024-06-28,269.0899963378906
2024-07-01,265.6700134277344
2024-07-02,272.0400085449219
2024-07-03,272.2900085449219
2024-07-05,273.5400085449219
2024-07-08,277.2200012207031
2024-07-09,274.9100036621094
2024-07-10,282.3699951171875
2024-07-11,274.5799865722656
2024-07-12,280.19000244140625
2024-07-15,282.7699890136719
2024-07-16,290.7799987792969
2024-07-17,276.2900085449219
2024-07-18,279.2699890136719
2024-07-19,269.2900085449219
2024-07-22,283.80999755859375
2024-07-23,262.29998779296875
2024-07-24,254.39999389648438
2024-07-25,247.50999450683594
2024-07-26,253.6199951171875
2024-07-29,255.80999755859375
2024-07-30,251.67999267578125
2024-07-31,263.1600036621094
2024-08-01,243.6199951171875
2024-08-02,237.75
2024-08-05,235.41000366210938
2024-08-06,236.75999450683594
2024-08-07,229.2899932861328
2024-08-08,245.24000549316406
2024-08-09,242.02000427246094
2024-08-12,240.16000366210938
2024-08-13,248.00999450683594
2024-08-14,243.63999938964844
2024-08-15,253.25
2024-08-16,254.44000244140625
2024-08-19,258.239990234375
2024-08-20,254.02000427246094
2024-08-21,254.30999755859375
2024-08-22,245.36000061035156
2024-08-23,252.6300048828125
2024-08-26,249.83999633789062
2024-08-27,252.72999572753906
2024-08-28,246.91000366210938
2024-08-29,248.77999877929688
2024-08-30,256.3599853515625
2024-09-03,236.13999938964844
2024-09-04,238.86000061035156
2024-09-05,236.6999969482422
2024-09-06,226.6999969482422
2024-09-09,230.60000610351562
2024-09-10,225.19000244140625
2024-09-11,230.8699951171875
2024-09-12,225.13999938964844
2024-09-13,229.92999267578125
2024-09-16,230.00999450683594
2024-09-17,232.57000732421875
2024-09-18,231.50999450683594
2024-09-19,238.72000122070312
2024-09-20,231.8800048828125
2024-09-23,231.86000061035156
2024-09-24,233.75
2024-09-25,233.97000122070312
2024-09-26,242.24000549316406
2024-09-27,244.92999267578125
2024-09-30,240.00999450683594
2024-10-01,232.22000122070312
2024-10-02,235.36000061035156
2024-10-03,233.24000549316406
2024-10-04,234.24000549316406
2024-10-07,234.02000427246094
2024-10-08,234.9600067138672
2024-10-09,238.30999755859375
2024-10-10,236.1699981689453
2024-10-11,238.10000610351562
2024-10-14,243.44000244140625
2024-10-15,232.85000610351562
2024-10-16,232.72999572753906
2024-10-17,232.27999877929688
2024-10-18,233.4499969482422
2024-10-21,230.14999389648438
2024-10-22,231.52000427246094
2024-10-23,236.32000732421875
2024-10-24,239.05999755859375
2024-10-25,243.16000366210938
2024-10-28,249.6999969482422
2024-10-29,255.5800018310547
2024-10-30,245.32000732421875
2024-10-31,234.5
2024-11-01,238.58999633789062
2024-11-04,236.89999389648438
2024-11-05,224.64999389648438
2024-11-06,231.3800048828125
2024-11-07,236.1199951171875
2024-11-08,233.88999938964844
2024-11-11,227.0399932861328
2024-11-12,224.7899932861328
2024-11-13,222.9600067138672
2024-11-14,223.9600067138672
2024-11-15,217.0399932861328
2024-11-18,220.19000244140625
2024-11-19,219.91000366210938
2024-11-20,220.33999633789062
2024-11-21,224.57000732421875
