Date,PODD
2022-09-29,231.17999267578125
2022-09-30,229.39999389648438
2022-10-03,232.97000122070312
2022-10-04,244.27000427246094
2022-10-05,245.07000732421875
2022-10-06,245.50999450683594
2022-10-07,237.2899932861328
2022-10-10,231.92999267578125
2022-10-11,232.77999877929688
2022-10-12,232.5500030517578
2022-10-13,234.25999450683594
2022-10-14,221.1199951171875
2022-10-17,224.16000366210938
2022-10-18,227.47000122070312
2022-10-19,215.82000732421875
2022-10-20,212.22000122070312
2022-10-21,227.0
2022-10-24,230.6199951171875
2022-10-25,238.02999877929688
2022-10-26,243.60000610351562
2022-10-27,243.30999755859375
2022-10-28,255.5500030517578
2022-10-31,258.80999755859375
2022-11-01,266.07000732421875
2022-11-02,261.70001220703125
2022-11-03,255.35000610351562
2022-11-04,313.0
2022-11-07,303.3900146484375
2022-11-08,304.29998779296875
2022-11-09,294.92999267578125
2022-11-10,304.9599914550781
2022-11-11,293.6700134277344
2022-11-14,290.0799865722656
2022-11-15,305.6700134277344
2022-11-16,299.239990234375
2022-11-17,297.45001220703125
2022-11-18,295.5299987792969
2022-11-21,290.6000061035156
2022-11-22,289.7300109863281
2022-11-23,292.6300048828125
2022-11-25,293.70001220703125
2022-11-28,292.30999755859375
2022-11-29,288.55999755859375
2022-11-30,299.3699951171875
2022-12-01,308.0
2022-12-02,308.05999755859375
2022-12-05,302.42999267578125
2022-12-06,299.9599914550781
2022-12-07,304.8900146484375
2022-12-08,303.3399963378906
2022-12-09,302.32000732421875
2022-12-12,300.8399963378906
2022-12-13,313.0
2022-12-14,311.8500061035156
2022-12-15,299.1300048828125
2022-12-16,298.989990234375
2022-12-19,294.2900085449219
2022-12-20,298.5400085449219
2022-12-21,301.4700012207031
2022-12-22,297.82000732421875
2022-12-23,292.0899963378906
2022-12-27,292.04998779296875
2022-12-28,290.0400085449219
2022-12-29,295.0400085449219
2022-12-30,294.3900146484375
2023-01-03,286.3800048828125
2023-01-04,279.7200012207031
2023-01-05,286.1600036621094
2023-01-06,292.30999755859375
2023-01-09,296.2699890136719
2023-01-10,299.05999755859375
2023-01-11,303.94000244140625
2023-01-12,306.2799987792969
2023-01-13,305.8900146484375
2023-01-17,298.9200134277344
2023-01-18,289.1600036621094
2023-01-19,292.3800048828125
2023-01-20,294.30999755859375
2023-01-23,294.82000732421875
2023-01-24,291.67999267578125
2023-01-25,289.70001220703125
2023-01-26,286.1300048828125
2023-01-27,285.5
2023-01-30,286.20001220703125
2023-01-31,287.32000732421875
2023-02-01,290.5299987792969
2023-02-02,292.95001220703125
2023-02-03,295.19000244140625
2023-02-06,292.1700134277344
2023-02-07,289.3599853515625
2023-02-08,288.07000732421875
2023-02-09,286.5400085449219
2023-02-10,294.8299865722656
2023-02-13,298.6099853515625
2023-02-14,293.20001220703125
2023-02-15,297.739990234375
2023-02-16,298.9100036621094
2023-02-17,296.0
2023-02-21,292.17999267578125
2023-02-22,287.7699890136719
2023-02-23,297.5799865722656
2023-02-24,294.3500061035156
2023-02-27,281.94000244140625
2023-02-28,276.3599853515625
2023-03-01,282.4800109863281
2023-03-02,282.95001220703125
2023-03-03,287.1700134277344
2023-03-06,290.57000732421875
2023-03-07,286.5199890136719
2023-03-08,286.1700134277344
2023-03-09,283.1199951171875
2023-03-10,280.3599853515625
2023-03-13,303.44000244140625
2023-03-14,312.7699890136719
2023-03-15,307.8900146484375
2023-03-16,312.3599853515625
2023-03-17,309.0899963378906
2023-03-20,318.29998779296875
2023-03-21,326.0299987792969
2023-03-22,315.1600036621094
2023-03-23,311.489990234375
2023-03-24,310.1700134277344
2023-03-27,314.92999267578125
2023-03-28,311.2900085449219
2023-03-29,312.8999938964844
2023-03-30,316.8800048828125
2023-03-31,318.9599914550781
2023-04-03,318.8399963378906
2023-04-04,319.9100036621094
2023-04-05,315.8900146484375
2023-04-06,317.7200012207031
2023-04-10,314.9200134277344
2023-04-11,314.0
2023-04-12,316.2900085449219
2023-04-13,317.1300048828125
2023-04-14,318.82000732421875
2023-04-17,321.2699890136719
2023-04-18,321.29998779296875
2023-04-19,326.1400146484375
2023-04-20,321.1400146484375
2023-04-21,319.29998779296875
2023-04-24,318.7699890136719
2023-04-25,321.3299865722656
2023-04-26,316.6700134277344
2023-04-27,316.2300109863281
2023-04-28,318.0400085449219
2023-05-01,318.8699951171875
2023-05-02,314.8399963378906
2023-05-03,320.989990234375
2023-05-04,322.2300109863281
2023-05-05,328.760009765625
2023-05-08,318.9800109863281
2023-05-09,319.7200012207031
2023-05-10,322.8500061035156
2023-05-11,321.2699890136719
2023-05-12,330.2300109863281
2023-05-15,320.7900085449219
2023-05-16,319.8699951171875
2023-05-17,313.1600036621094
2023-05-18,302.8699951171875
2023-05-19,301.0299987792969
2023-05-22,306.54998779296875
2023-05-23,296.42999267578125
2023-05-24,293.75
2023-05-25,277.04998779296875
2023-05-26,272.6300048828125
2023-05-30,272.5799865722656
2023-05-31,274.25
2023-06-01,272.4800109863281
2023-06-02,281.0299987792969
2023-06-05,284.07000732421875
2023-06-06,285.55999755859375
2023-06-07,278.79998779296875
2023-06-08,281.3399963378906
2023-06-09,283.0899963378906
2023-06-12,284.0899963378906
2023-06-13,281.4800109863281
2023-06-14,283.5899963378906
2023-06-15,287.1300048828125
2023-06-16,284.5
2023-06-20,288.7099914550781
2023-06-21,289.0799865722656
2023-06-22,291.4100036621094
2023-06-23,287.8500061035156
2023-06-26,296.739990234375
2023-06-27,293.8699951171875
2023-06-28,294.5400085449219
2023-06-29,290.9800109863281
2023-06-30,288.3399963378906
2023-07-03,283.42999267578125
2023-07-05,281.989990234375
2023-07-06,277.67999267578125
2023-07-07,278.6700134277344
2023-07-10,285.5299987792969
2023-07-11,282.5
2023-07-12,285.489990234375
2023-07-13,285.75
2023-07-14,290.8900146484375
2023-07-17,287.9599914550781
2023-07-18,285.3900146484375
2023-07-19,287.82000732421875
2023-07-20,278.8299865722656
2023-07-21,284.2799987792969
2023-07-24,279.6000061035156
2023-07-25,281.739990234375
2023-07-26,280.8699951171875
2023-07-27,277.57000732421875
2023-07-28,280.5299987792969
2023-07-31,276.75
2023-08-01,270.94000244140625
2023-08-02,268.739990234375
2023-08-03,265.2799987792969
2023-08-04,263.1400146484375
2023-08-07,260.8500061035156
2023-08-08,238.33999633789062
2023-08-09,229.69000244140625
2023-08-10,233.66000366210938
2023-08-11,225.27999877929688
2023-08-14,223.88999938964844
2023-08-15,219.0800018310547
2023-08-16,210.60000610351562
2023-08-17,208.2899932861328
2023-08-18,205.11000061035156
2023-08-21,196.52000427246094
2023-08-22,197.74000549316406
2023-08-23,188.52000427246094
2023-08-24,187.83999633789062
2023-08-25,183.0
2023-08-28,181.2100067138672
2023-08-29,189.47999572753906
2023-08-30,201.6199951171875
2023-08-31,191.7100067138672
2023-09-01,192.17999267578125
2023-09-05,186.97000122070312
2023-09-06,193.39999389648438
2023-09-07,178.52999877929688
2023-09-08,171.9199981689453
2023-09-11,175.25999450683594
2023-09-12,175.4600067138672
2023-09-13,176.97999572753906
2023-09-14,174.6999969482422
2023-09-15,169.67999267578125
2023-09-18,170.97999572753906
2023-09-19,167.3800048828125
2023-09-20,164.74000549316406
2023-09-21,159.92999267578125
2023-09-22,155.6999969482422
2023-09-25,154.6699981689453
2023-09-26,159.2899932861328
2023-09-27,161.6999969482422
2023-09-28,163.86000061035156
2023-09-29,159.49000549316406
2023-10-02,165.0399932861328
2023-10-03,156.8000030517578
2023-10-04,152.07000732421875
2023-10-05,146.0800018310547
2023-10-06,145.50999450683594
2023-10-09,144.6199951171875
2023-10-10,146.1300048828125
2023-10-11,133.4499969482422
2023-10-12,127.7699966430664
2023-10-13,132.3800048828125
2023-10-16,135.91000366210938
2023-10-17,141.3800048828125
2023-10-18,144.8699951171875
2023-10-19,145.24000549316406
2023-10-20,144.72999572753906
2023-10-23,147.0
2023-10-24,141.0
2023-10-25,139.63999938964844
2023-10-26,135.13999938964844
2023-10-27,133.42999267578125
2023-10-30,130.75999450683594
2023-10-31,132.57000732421875
2023-11-01,137.72000122070312
2023-11-02,140.44000244140625
2023-11-03,162.5800018310547
2023-11-06,158.9199981689453
2023-11-07,161.8699951171875
2023-11-08,154.97000122070312
2023-11-09,152.8800048828125
2023-11-10,155.10000610351562
2023-11-13,163.7100067138672
2023-11-14,172.9499969482422
2023-11-15,173.49000549316406
2023-11-16,174.75999450683594
2023-11-17,174.05999755859375
2023-11-20,181.25999450683594
2023-11-21,181.32000732421875
2023-11-22,186.30999755859375
2023-11-24,187.9499969482422
2023-11-27,187.74000549316406
2023-11-28,185.72000122070312
2023-11-29,188.9199981689453
2023-11-30,189.08999633789062
2023-12-01,192.19000244140625
2023-12-04,193.99000549316406
2023-12-05,191.13999938964844
2023-12-06,189.3000030517578
2023-12-07,194.5399932861328
2023-12-08,194.66000366210938
2023-12-11,195.17999267578125
2023-12-12,197.2899932861328
2023-12-13,204.8300018310547
2023-12-14,206.80999755859375
2023-12-15,206.97000122070312
2023-12-18,209.6300048828125
2023-12-19,214.61000061035156
2023-12-20,207.97000122070312
2023-12-21,218.97000122070312
2023-12-22,216.17999267578125
2023-12-26,220.7100067138672
2023-12-27,221.4199981689453
2023-12-28,219.42999267578125
2023-12-29,216.97999572753906
2024-01-02,209.11000061035156
2024-01-03,194.66000366210938
2024-01-04,199.80999755859375
2024-01-05,197.8699951171875
2024-01-08,202.42999267578125
2024-01-09,204.67999267578125
2024-01-10,205.07000732421875
2024-01-11,207.5500030517578
2024-01-12,200.5
2024-01-16,199.60000610351562
2024-01-17,200.89999389648438
2024-01-18,203.91000366210938
2024-01-19,204.4600067138672
2024-01-22,206.02999877929688
2024-01-23,204.2899932861328
2024-01-24,201.19000244140625
2024-01-25,198.6699981689453
2024-01-26,195.4600067138672
2024-01-29,199.36000061035156
2024-01-30,192.1199951171875
2024-01-31,190.8699951171875
2024-02-01,195.39999389648438
2024-02-02,194.02000427246094
2024-02-05,193.5399932861328
2024-02-06,199.6300048828125
2024-02-07,198.75
2024-02-08,196.63999938964844
2024-02-09,192.5500030517578
2024-02-12,192.11000061035156
2024-02-13,190.0
2024-02-14,188.7899932861328
2024-02-15,190.52999877929688
2024-02-16,191.00999450683594
2024-02-20,192.2100067138672
2024-02-21,192.49000549316406
2024-02-22,197.13999938964844
2024-02-23,184.2100067138672
2024-02-26,168.8300018310547
2024-02-27,166.6199951171875
2024-02-28,163.60000610351562
2024-02-29,164.0
2024-03-01,169.25
2024-03-04,167.82000732421875
2024-03-05,163.92999267578125
2024-03-06,165.6999969482422
2024-03-07,175.49000549316406
2024-03-08,179.58999633789062
2024-03-11,181.13999938964844
2024-03-12,181.8300018310547
2024-03-13,175.5399932861328
2024-03-14,167.6999969482422
2024-03-15,165.86000061035156
2024-03-18,171.67999267578125
2024-03-19,170.61000061035156
2024-03-20,167.1999969482422
2024-03-21,166.63999938964844
2024-03-22,164.30999755859375
2024-03-25,164.75
2024-03-26,165.52000427246094
2024-03-27,169.17999267578125
2024-03-28,171.39999389648438
2024-04-01,168.10000610351562
2024-04-02,164.0500030517578
2024-04-03,164.86000061035156
2024-04-04,163.25
2024-04-05,165.0
2024-04-08,170.0399932861328
2024-04-09,178.00999450683594
2024-04-10,177.41000366210938
2024-04-11,179.64999389648438
2024-04-12,175.22000122070312
2024-04-15,173.94000244140625
2024-04-16,172.7100067138672
2024-04-17,166.25999450683594
2024-04-18,164.72999572753906
2024-04-19,166.25
2024-04-22,164.4199981689453
2024-04-23,167.27000427246094
2024-04-24,167.25
2024-04-25,164.1699981689453
2024-04-26,166.19000244140625
2024-04-29,170.25999450683594
2024-04-30,171.94000244140625
2024-05-01,170.27000427246094
2024-05-02,173.4199981689453
2024-05-03,174.42999267578125
2024-05-06,176.39999389648438
2024-05-07,184.27999877929688
2024-05-08,175.57000732421875
2024-05-09,177.52999877929688
2024-05-10,165.89999389648438
2024-05-13,161.02000427246094
2024-05-14,172.27000427246094
2024-05-15,180.55999755859375
2024-05-16,185.3800048828125
2024-05-17,187.27000427246094
2024-05-20,184.13999938964844
2024-05-21,182.7899932861328
2024-05-22,181.0800018310547
2024-05-23,170.7899932861328
2024-05-24,180.07000732421875
2024-05-28,177.82000732421875
2024-05-29,172.25
2024-05-30,175.9499969482422
2024-05-31,177.19000244140625
2024-06-03,181.4199981689453
2024-06-04,181.80999755859375
2024-06-05,187.67999267578125
2024-06-06,192.4199981689453
2024-06-07,191.4199981689453
2024-06-10,192.0399932861328
2024-06-11,192.16000366210938
2024-06-12,200.6699981689453
2024-06-13,201.83999633789062
2024-06-14,200.4499969482422
2024-06-17,198.39999389648438
2024-06-18,196.39999389648438
2024-06-20,199.30999755859375
2024-06-21,204.10000610351562
2024-06-24,203.94000244140625
2024-06-25,205.75
2024-06-26,206.80999755859375
2024-06-27,206.97999572753906
2024-06-28,201.8000030517578
2024-07-01,196.16000366210938
2024-07-02,197.19000244140625
2024-07-03,196.72000122070312
2024-07-05,196.89999389648438
2024-07-08,198.6699981689453
2024-07-09,195.1699981689453
2024-07-10,197.6699981689453
2024-07-11,203.6199951171875
2024-07-12,201.97999572753906
2024-07-15,198.8699951171875
2024-07-16,201.38999938964844
2024-07-17,197.64999389648438
2024-07-18,194.9600067138672
2024-07-19,195.02999877929688
2024-07-22,194.22999572753906
2024-07-23,196.75999450683594
2024-07-24,194.3800048828125
2024-07-25,190.8800048828125
2024-07-26,193.3000030517578
2024-07-29,191.8300018310547
2024-07-30,193.7899932861328
2024-07-31,194.35000610351562
2024-08-01,197.25
2024-08-02,196.4499969482422
2024-08-05,190.5800018310547
2024-08-06,196.35000610351562
2024-08-07,190.38999938964844
2024-08-08,199.7899932861328
2024-08-09,182.19000244140625
2024-08-12,188.0500030517578
2024-08-13,194.58999633789062
2024-08-14,191.5399932861328
2024-08-15,195.02999877929688
2024-08-16,193.50999450683594
2024-08-19,195.9199981689453
2024-08-20,182.47000122070312
2024-08-21,185.8000030517578
2024-08-22,185.66000366210938
2024-08-23,185.0399932861328
2024-08-26,180.69000244140625
2024-08-27,192.5800018310547
2024-08-28,204.4199981689453
2024-08-29,205.14999389648438
2024-08-30,202.77000427246094
2024-09-03,206.69000244140625
2024-09-04,212.50999450683594
2024-09-05,216.11000061035156
2024-09-06,214.75
2024-09-09,219.1300048828125
2024-09-10,226.5
2024-09-11,227.72999572753906
2024-09-12,230.4499969482422
2024-09-13,233.8699951171875
2024-09-16,233.88999938964844
2024-09-17,235.5399932861328
2024-09-18,236.11000061035156
2024-09-19,237.67999267578125
2024-09-20,236.5800018310547
2024-09-23,238.97000122070312
2024-09-24,239.00999450683594
2024-09-25,238.8000030517578
2024-09-26,235.42999267578125
2024-09-27,232.02999877929688
2024-09-30,232.75
2024-10-01,234.55999755859375
2024-10-02,232.6300048828125
2024-10-03,229.99000549316406
2024-10-04,229.94000244140625
2024-10-07,227.7899932861328
2024-10-08,229.3300018310547
2024-10-09,231.83999633789062
2024-10-10,231.1999969482422
2024-10-11,233.10000610351562
2024-10-14,232.50999450683594
2024-10-15,230.07000732421875
2024-10-16,230.60000610351562
2024-10-17,229.1300048828125
2024-10-18,236.58999633789062
2024-10-21,236.47999572753906
2024-10-22,236.60000610351562
2024-10-23,234.83999633789062
2024-10-24,237.6300048828125
2024-10-25,233.6300048828125
2024-10-28,233.3699951171875
2024-10-29,232.3699951171875
2024-10-30,230.5800018310547
2024-10-31,231.52999877929688
2024-11-01,235.61000061035156
2024-11-04,237.44000244140625
2024-11-05,241.32000732421875
2024-11-06,239.3000030517578
2024-11-07,244.97999572753906
2024-11-08,268.0
2024-11-11,275.70001220703125
2024-11-12,275.1000061035156
2024-11-13,269.05999755859375
2024-11-14,261.1600036621094
2024-11-15,260.1199951171875
2024-11-18,260.67999267578125
2024-11-19,261.989990234375
2024-11-20,266.5799865722656
2024-11-21,262.0
